date_year_month,date_year_quarter,date_year,ecosystem_id,ecosystem_name,product_brand_id,product_brand_name,market_code,flag_competitor,data_provider_name,sale_channel_type,iqvia_sales_qty_eqv,iqvia_sales_tot_rx_count,iqvia_sales_new_rx_count,iqvia_sales_dollars
202101,2021Q1,2021,4044,MN-ECO-044,5104,Bevagen,OPH,Y,ims,NON-RETAIL,250.453,250.453,56.549,23793.04
202102,2021Q1,2021,4044,MN-ECO-044,5104,Bevagen,OPH,Y,IMS,NON-RETAIL,275.288,275.288,64.059,26195.57
202103,2021Q1,2021,4044,MN-ECO-044,5104,Bevagen,OPH,Y,IMS,NON-RETAIL,270.11,270.11,48.99,25745.28
202104,2021Q2,2021,4044,MN-ECO-044,5104,Bevagen,OPH,Y,IMS,NON-RETAIL,229.988,229.988,39.506,21957.33
202105,2021Q2,2021,4044,MN-ECO-044,5104,Bevagen,OPH,Y,IMS,NON-RETAIL,225.902,225.902,45.973,21602.84
202106,2021Q2,2021,4044,MN-ECO-044,5104,Bevagen,OPH,Y,IMS,NON-RETAIL,232.024,232.024,63.049,22224.92
202107,2021Q3,2021,4044,MN-ECO-044,5104,Bevagen,OPH,Y,IMS,NON-RETAIL,244.127,244.127,64.362,23422.87
202108,2021Q3,2021,4044,MN-ECO-044,5104,Bevagen,OPH,Y,IMS,NON-RETAIL,236.594,236.594,33.854,22737.57
202109,2021Q3,2021,4044,MN-ECO-044,5104,Bevagen,OPH,Y,IMS,NON-RETAIL,281.324,281.324,63.314,27080.96
202110,2021Q4,2021,4044,MN-ECO-044,5104,Bevagen,OPH,Y,IMS,NON-RETAIL,259.726,259.726,51.336,25043.19
202111,2021Q4,2021,4044,MN-ECO-044,5104,Bevagen,OPH,Y,IMS,NON-RETAIL,256.956,256.956,49.953,24817.01
202112,2021Q4,2021,4044,MN-ECO-044,5104,Bevagen,OPH,Y,IMS,NON-RETAIL,282.336,282.336,86.63,27313.26
202201,2022Q1,2022,4044,MN-ECO-044,5104,Bevagen,OPH,Y,IMS,NON-RETAIL,271.424,271.424,45.312,26301.02
202202,2022Q1,2022,4044,MN-ECO-044,5104,Bevagen,OPH,Y,IMS,NON-RETAIL,275.719,275.719,64.648,26761.25
202203,2022Q1,2022,4044,MN-ECO-044,5104,Bevagen,OPH,Y,IMS,NON-RETAIL,270.133,270.133,68.822,26262.39
202204,2022Q2,2022,4044,MN-ECO-044,5104,Bevagen,OPH,Y,IMS,NON-RETAIL,295.051,295.051,45.47,28732.29
202205,2022Q2,2022,4044,MN-ECO-044,5104,Bevagen,OPH,Y,IMS,NON-RETAIL,319.722,319.722,98.967,31186.22
202206,2022Q2,2022,4044,MN-ECO-044,5104,Bevagen,OPH,Y,IMS,NON-RETAIL,244.871,244.871,39.248,23924.56
202207,2022Q3,2022,4044,MN-ECO-044,5104,Bevagen,OPH,Y,IMS,NON-RETAIL,309.086,309.086,59.633,30248.47
202208,2022Q3,2022,4044,MN-ECO-044,5104,Bevagen,OPH,Y,IMS,NON-RETAIL,290.716,290.716,45.937,28497.7
202209,2022Q3,2022,4044,MN-ECO-044,5104,Bevagen,OPH,Y,IMS,NON-RETAIL,248.092,248.092,43.84,24359.55
202210,2022Q4,2022,4044,MN-ECO-044,5104,Bevagen,OPH,Y,IMS,NON-RETAIL,285.835,285.835,67.132,28111.81
202211,2022Q4,2022,4044,MN-ECO-044,5104,Bevagen,OPH,Y,ims,NON-RETAIL,306.102,306.102,75.92,30154.78
202212,2022Q4,2022,4044,MN-ECO-044,5104,Bevagen,OPH,Y,IMS,NON-RETAIL,323.19,323.19,54.575,31890.8
202301,2023Q1,2023,4044,MN-ECO-044,5104,Bevagen,OPH,Y,IMS,NON-RETAIL,292.055,292.055,31.846,28866.12
202302,2023Q1,2023,4044,MN-ECO-044,5104,Bevagen,OPH,Y,IMS,NON-RETAIL,283.299,283.299,58.559,28046.92
202303,2023Q1,2023,4044,MN-ECO-044,5104,Bevagen,OPH,Y,IMS,NON-RETAIL,269.918,269.918,47.55,26766.39
202304,2023Q2,2023,4044,MN-ECO-044,5104,Bevagen,OPH,Y,ims,NON-RETAIL,268.788,268.788,59.987,26698.27
202305,2023Q2,2023,4044,MN-ECO-044,5104,Bevagen,OPH,Y,IMS,NON-RETAIL,348.857,348.857,88.397,34708.64
202306,2023Q2,2023,4044,MN-ECO-044,5104,Bevagen,OPH,Y,IMS,NON-RETAIL,347.339,347.339,59.358,34614.73
202307,2023Q3,2023,4044,MN-ECO-044,5104,Bevagen,OPH,Y,IMS,NON-RETAIL,332.427,332.427,33.304,33183.4
202308,2023Q3,2023,4044,MN-ECO-044,5104,Bevagen,OPH,Y,IMS,NON-RETAIL,300.698,300.698,56.315,30065.66
202309,2023Q3,2023,4044,MN-ECO-044,5104,Bevagen,OPH,Y,IMS,NON-RETAIL,327.911,327.911,63.037,32840.76
202310,2023Q4,2023,4044,MN-ECO-044,5104,Bevagen,OPH,Y,IMS,NON-RETAIL,345.717,345.717,97.431,34681.21
202311,2023Q4,2023,4044,MN-ECO-044,5104,Bevagen,OPH,Y,IMS,NON-RETAIL,360.411,360.411,89.178,36215.06
202312,2023Q4,2023,4044,MN-ECO-044,5104,Bevagen,OPH,Y,IMS,NON-RETAIL,346.948,346.948,63.795,34919.8
202401,2024Q1,2024,4044,MN-ECO-044,5104,Bevagen,OPH,Y,IMS,NON-RETAIL,298.349,298.349,60.624,30077.96
202402,2024Q1,2024,4044,MN-ECO-044,5104,Bevagen,OPH,Y,IMS,NON-RETAIL,311.72,311.72,72.822,31477.84
202403,2024Q1,2024,4044,MN-ECO-044,5104,Bevagen,OPH,Y,IMS,NON-RETAIL,315.669,315.669,89.943,31929.29
202404,2024Q2,2024,4044,MN-ECO-044,5104,Bevagen,OPH,Y,IMS,NON-RETAIL,327.273,327.273,70.693,33157.69
202405,2024Q2,2024,4044,MN-ECO-044,5104,Bevagen,OPH,Y,IMS,NON-RETAIL,302.759,302.759,62.934,30724.74
202406,2024Q2,2024,4044,MN-ECO-044,5104,Bevagen,OPH,Y,IMS,NON-RETAIL,257.126,257.126,67.019,26136.84
202407,2024Q3,2024,4044,MN-ECO-044,5104,Bevagen,OPH,Y,IMS,NON-RETAIL,277.12,277.12,60.633,28215.74
202408,2024Q3,2024,4044,MN-ECO-044,5104,Bevagen,OPH,Y,IMS,NON-RETAIL,288.644,288.644,62.046,29437.69
202409,2024Q3,2024,4044,MN-ECO-044,5104,Bevagen,OPH,Y,IMS,NON-RETAIL,321.371,321.371,94.876,32829.48
202410,2024Q4,2024,4044,MN-ECO-044,5104,Bevagen,OPH,Y,IMS,NON-RETAIL,297.272,297.272,69.534,30417.84
202411,2024Q4,2024,4044,MN-ECO-044,5104,Bevagen,OPH,Y,IMS,NON-RETAIL,327.275,327.275,76.178,33543.16
202412,2024Q4,2024,4044,MN-ECO-044,5104,Bevagen,OPH,Y,IMS,NON-RETAIL,274.126,274.126,40.431,28142.14
202101,2021Q1,2021,4045,WI-ECO-045,5104,Bevagen,OPH,Y,IMS,NON-RETAIL,264.751,264.751,66.934,25151.32
202102,2021Q1,2021,4045,WI-ECO-045,5104,Bevagen,OPH,Y,IMS,NON-RETAIL,247.111,247.111,45.98,23514.3
202103,2021Q1,2021,4045,WI-ECO-045,5104,Bevagen,OPH,Y,IMS,NON-RETAIL,238.526,238.526,44.861,22734.87
202104,2021Q2,2021,4045,WI-ECO-045,5104,Bevagen,OPH,Y,IMS,NON-RETAIL,221.797,221.797,38.589,21175.32
202105,2021Q2,2021,4045,WI-ECO-045,5104,Bevagen,OPH,Y,IMS,NON-RETAIL,203.541,203.541,54.029,19464.48
202106,2021Q2,2021,4045,WI-ECO-045,5104,Bevagen,OPH,Y,IMS,NON-RETAIL,245.356,245.356,54.928,23501.97
202107,2021Q3,2021,4045,WI-ECO-045,5104,Bevagen,OPH,Y,IMS,NON-RETAIL,236.625,236.625,47.777,22703.02
202108,2021Q3,2021,4045,WI-ECO-045,5104,Bevagen,OPH,Y,IMS,NON-RETAIL,228.27,228.27,66.192,21937.6
202109,2021Q3,2021,4045,WI-ECO-045,5104,Bevagen,OPH,Y,IMS,NON-RETAIL,266.011,266.011,47.522,25606.87
202110,2021Q4,2021,4045,WI-ECO-045,5104,Bevagen,OPH,Y,IMS,NON-RETAIL,286.162,286.162,66.113,27592.14
202111,2021Q4,2021,4045,WI-ECO-045,5104,Bevagen,OPH,Y,IMS,NON-RETAIL,296.335,296.335,80.859,28620.22
202112,2021Q4,2021,4045,WI-ECO-045,5104,Bevagen,OPH,Y,IMS,NON-RETAIL,249.717,249.717,64.436,24157.67
202201,2022Q1,2022,4045,WI-ECO-045,5104,Bevagen,OPH,Y,IMS,NON-RETAIL,255.767,255.767,36.784,24783.86
202202,2022Q1,2022,4045,WI-ECO-045,5104,Bevagen,OPH,Y,IMS,NON-RETAIL,256.289,256.289,61.553,24875.38
202203,2022Q1,2022,4045,WI-ECO-045,5104,Bevagen,OPH,Y,IMS,NON-RETAIL,269.738,269.738,36.361,26224.0
202204,2022Q2,2022,4045,WI-ECO-045,5104,Bevagen,OPH,Y,IMS,NON-RETAIL,261.51,261.51,69.365,25466.05
202205,2022Q2,2022,4045,WI-ECO-045,5104,Bevagen,OPH,Y,IMS,NON-RETAIL,251.942,251.942,52.773,24574.89
202206,2022Q2,2022,4045,WI-ECO-045,5104,Bevagen,OPH,Y,IMS,NON-RETAIL,285.189,285.189,54.283,27863.81
202207,2022Q3,2022,4045,WI-ECO-045,5104,Bevagen,OPH,Y,IMS,NON-RETAIL,223.16,223.16,58.576,21839.41
202208,2022Q3,2022,4045,WI-ECO-045,5104,Bevagen,OPH,Y,IMS,NON-RETAIL,270.108,270.108,65.555,26477.56
202209,2022Q3,2022,4045,WI-ECO-045,5104,Bevagen,OPH,Y,IMS,NON-RETAIL,291.375,291.375,79.453,28609.49
202210,2022Q4,2022,4045,WI-ECO-045,5104,Bevagen,OPH,Y,IMS,NON-RETAIL,249.172,249.172,41.115,24506.04
202211,2022Q4,2022,4045,WI-ECO-045,5104,Bevagen,OPH,Y,IMS,NON-RETAIL,323.731,323.731,71.811,31891.53
202212,2022Q4,2022,4045,WI-ECO-045,5104,Bevagen,OPH,Y,IMS,NON-RETAIL,284.187,284.187,37.947,28042.19
202301,2023Q1,2023,4045,WI-ECO-045,5104,Bevagen,OPH,Y,IMS,NON-RETAIL,295.159,295.159,51.599,29172.93
202302,2023Q1,2023,4045,WI-ECO-045,5104,Bevagen,OPH,Y,IMS,NON-RETAIL,332.904,332.904,73.874,32957.92
202303,2023Q1,2023,4045,WI-ECO-045,5104,Bevagen,OPH,Y,IMS,NON-RETAIL,308.983,308.983,73.407,30640.21
202304,2023Q2,2023,4045,WI-ECO-045,5104,Bevagen,OPH,Y,IMS,NON-RETAIL,296.32,296.32,38.155,29433.0
202305,2023Q2,2023,4045,WI-ECO-045,5104,Bevagen,OPH,Y,IMS,NON-RETAIL,279.846,279.846,65.899,27842.61
202306,2023Q2,2023,4045,WI-ECO-045,5104,Bevagen,OPH,Y,IMS,NON-RETAIL,268.317,268.317,82.473,26739.6
202307,2023Q3,2023,4045,WI-ECO-045,5104,Bevagen,OPH,Y,IMS,NON-RETAIL,264.389,264.389,68.558,26391.7
202308,2023Q3,2023,4045,WI-ECO-045,5104,Bevagen,OPH,Y,IMS,NON-RETAIL,273.52,273.52,56.258,27348.3
202309,2023Q3,2023,4045,WI-ECO-045,5104,Bevagen,OPH,Y,IMS,NON-RETAIL,274.562,274.562,55.042,27497.75
202310,2023Q4,2023,4045,WI-ECO-045,5104,Bevagen,OPH,Y,IMS,NON-RETAIL,303.609,303.609,69.225,30457.15
202311,2023Q4,2023,4045,WI-ECO-045,5104,Bevagen,OPH,Y,IMS,NON-RETAIL,310.923,310.923,55.021,31242.34
202312,2023Q4,2023,4045,WI-ECO-045,5104,Bevagen,OPH,Y,ims,NON-RETAIL,282.19,282.19,52.172,28402.0
202401,2024Q1,2024,4045,WI-ECO-045,5104,Bevagen,OPH,Y,IMS,NON-RETAIL,285.822,285.822,79.785,28815.07
202402,2024Q1,2024,4045,WI-ECO-045,5104,Bevagen,OPH,Y,IMS,NON-RETAIL,366.948,366.948,82.032,37054.88
202403,2024Q1,2024,4045,WI-ECO-045,5104,Bevagen,OPH,Y,IMS,NON-RETAIL,310.5,310.5,86.895,31406.44
202404,2024Q2,2024,4045,WI-ECO-045,5104,Bevagen,OPH,Y,IMS,NON-RETAIL,335.28,335.28,77.108,33968.97
202405,2024Q2,2024,4045,WI-ECO-045,5104,Bevagen,OPH,Y,IMS,NON-RETAIL,320.664,320.664,37.451,32541.75
202406,2024Q2,2024,4045,WI-ECO-045,5104,Bevagen,OPH,Y,IMS,NON-RETAIL,283.603,283.603,56.283,28828.21
202407,2024Q3,2024,4045,WI-ECO-045,5104,Bevagen,OPH,Y,IMS,NON-RETAIL,267.967,267.967,66.06,27283.85
202408,2024Q3,2024,4045,WI-ECO-045,5104,Bevagen,OPH,Y,IMS,NON-RETAIL,313.087,313.087,65.16,31930.52
202409,2024Q3,2024,4045,WI-ECO-045,5104,Bevagen,OPH,Y,IMS,NON-RETAIL,354.004,354.004,118.847,36163.13
202410,2024Q4,2024,4045,WI-ECO-045,5104,Bevagen,OPH,Y,IMS,NON-RETAIL,366.334,366.334,76.757,37484.49
202411,2024Q4,2024,4045,WI-ECO-045,5104,Bevagen,OPH,Y,IMS,NON-RETAIL,301.697,301.697,53.919,30921.56
202412,2024Q4,2024,4045,WI-ECO-045,5104,Bevagen,OPH,Y,IMS,NON-RETAIL,340.351,340.351,86.287,34940.99
202101,2021Q1,2021,4046,OR-ECO-046,5104,Bevagen,OPH,Y,DDD,NON-RETAIL,570.289,570.289,184.106,54177.42
202102,2021Q1,2021,4046,OR-ECO-046,5104,Bevagen,OPH,Y,DDD,NON-RETAIL,568.666,568.666,123.119,54112.48
202103,2021Q1,2021,4046,OR-ECO-046,5104,Bevagen,OPH,Y,DDD,NON-RETAIL,477.287,477.287,96.424,45492.18
202104,2021Q2,2021,4046,OR-ECO-046,5104,Bevagen,OPH,Y,DDD,NON-RETAIL,470.19,470.19,80.936,44889.77
202105,2021Q2,2021,4046,OR-ECO-046,5104,Bevagen,OPH,Y,DDD,NON-RETAIL,497.26,497.26,101.132,47552.53
202106,2021Q2,2021,4046,OR-ECO-046,5104,Bevagen,OPH,Y,DDD,NON-RETAIL,426.614,426.614,58.615,40864.15
202107,2021Q3,2021,4046,OR-ECO-046,5104,Bevagen,OPH,Y,DDD,NON-RETAIL,417.946,417.946,95.93,40099.91
202108,2021Q3,2021,4046,OR-ECO-046,5104,Bevagen,OPH,Y,DDD,NON-RETAIL,432.994,432.994,95.179,41612.36
202109,2021Q3,2021,4046,OR-ECO-046,5104,Bevagen,OPH,Y,DDD,NON-RETAIL,520.373,520.373,95.997,50092.44
202110,2021Q4,2021,4046,OR-ECO-046,5104,Bevagen,OPH,Y,DDD,NON-RETAIL,493.386,493.386,105.536,47573.03
202111,2021Q4,2021,4046,OR-ECO-046,5104,Bevagen,OPH,Y,DDD,NON-RETAIL,517.632,517.632,134.452,49993.24
202112,2021Q4,2021,4046,OR-ECO-046,5104,Bevagen,OPH,Y,DDD,NON-RETAIL,515.428,515.428,122.714,49862.61
202201,2022Q1,2022,4046,OR-ECO-046,5104,Bevagen,OPH,Y,DDD,NON-RETAIL,535.039,535.039,153.083,51845.26
202202,2022Q1,2022,4046,OR-ECO-046,5104,Bevagen,OPH,Y,DDD,NON-RETAIL,533.005,533.005,93.493,51733.5
202203,2022Q1,2022,4046,OR-ECO-046,5104,Bevagen,OPH,Y,DDD,NON-RETAIL,542.094,542.094,96.296,52702.55
202204,2022Q2,2022,4046,OR-ECO-046,5104,Bevagen,OPH,Y,DDD,NON-RETAIL,535.531,535.531,121.759,52150.5
202205,2022Q2,2022,4046,OR-ECO-046,5104,Bevagen,OPH,Y,DDD,NON-RETAIL,586.544,586.544,112.206,57212.47
202206,2022Q2,2022,4046,OR-ECO-046,5104,Bevagen,OPH,Y,DDD,NON-RETAIL,506.284,506.284,105.151,49465.36
202207,2022Q3,2022,4046,OR-ECO-046,5104,Bevagen,OPH,Y,DDD,NON-RETAIL,598.213,598.213,91.754,58543.61
202208,2022Q3,2022,4046,OR-ECO-046,5104,Bevagen,OPH,Y,DDD,NON-RETAIL,622.619,622.619,143.336,61032.75
202209,2022Q3,2022,4046,OR-ECO-046,5104,Bevagen,OPH,Y,DDD,NON-RETAIL,525.426,525.426,159.561,51590.41
202210,2022Q4,2022,4046,OR-ECO-046,5104,Bevagen,OPH,Y,DDD,NON-RETAIL,600.266,600.266,110.987,59036.1
202211,2022Q4,2022,4046,OR-ECO-046,5104,Bevagen,OPH,Y,DDD,NON-RETAIL,654.832,654.832,151.186,64509.07
202212,2022Q4,2022,4046,OR-ECO-046,5104,Bevagen,OPH,Y,DDD,NON-RETAIL,630.398,630.398,175.182,62204.56
202301,2023Q1,2023,4046,OR-ECO-046,5104,Bevagen,OPH,Y,DDD,NON-RETAIL,583.535,583.535,118.582,57675.48
202302,2023Q1,2023,4046,OR-ECO-046,5104,Bevagen,OPH,Y,DDD,NON-RETAIL,515.885,515.885,114.112,51073.26
202303,2023Q1,2023,4046,OR-ECO-046,5104,Bevagen,OPH,Y,DDD,NON-RETAIL,713.794,713.794,38.227,70783.17
202304,2023Q2,2023,4046,OR-ECO-046,5104,Bevagen,OPH,Y,DDD,NON-RETAIL,709.77,709.77,129.765,70500.39
202305,2023Q2,2023,4046,OR-ECO-046,5104,Bevagen,OPH,Y,DDD,NON-RETAIL,676.082,676.082,135.191,67265.17
202306,2023Q2,2023,4046,OR-ECO-046,5104,Bevagen,OPH,Y,DDD,NON-RETAIL,568.534,568.534,104.12,56658.29
202307,2023Q3,2023,4046,OR-ECO-046,5104,Bevagen,OPH,Y,DDD,NON-RETAIL,615.149,615.149,128.979,61405.08
202308,2023Q3,2023,4046,OR-ECO-046,5104,Bevagen,OPH,Y,DDD,NON-RETAIL,708.778,708.778,114.73,70868.12
202309,2023Q3,2023,4046,OR-ECO-046,5104,Bevagen,OPH,Y,DDD,NON-RETAIL,696.612,696.612,159.626,69766.75
202310,2023Q4,2023,4046,OR-ECO-046,5104,Bevagen,OPH,Y,DDD,NON-RETAIL,649.528,649.528,155.774,65158.66
202311,2023Q4,2023,4046,OR-ECO-046,5104,Bevagen,OPH,Y,DDD,NON-RETAIL,685.415,685.415,139.947,68872.28
202312,2023Q4,2023,4046,OR-ECO-046,5104,Bevagen,OPH,Y,DDD,NON-RETAIL,736.661,736.661,158.975,74143.81
202401,2024Q1,2024,4046,OR-ECO-046,5104,Bevagen,OPH,Y,DDD,NON-RETAIL,734.515,734.515,166.641,74049.92
202402,2024Q1,2024,4046,OR-ECO-046,5104,Bevagen,OPH,Y,DDD,NON-RETAIL,687.498,687.498,154.004,69424.42
202403,2024Q1,2024,4046,OR-ECO-046,5104,Bevagen,OPH,Y,DDD,NON-RETAIL,738.062,738.062,125.249,74653.48
202404,2024Q2,2024,4046,OR-ECO-046,5104,Bevagen,OPH,Y,DDD,NON-RETAIL,608.623,608.623,113.373,61662.68
202405,2024Q2,2024,4046,OR-ECO-046,5104,Bevagen,OPH,Y,DDD,NON-RETAIL,604.614,604.614,120.545,61357.67
202406,2024Q2,2024,4046,OR-ECO-046,5104,Bevagen,OPH,Y,DDD,NON-RETAIL,614.373,614.373,134.65,62450.99
202407,2024Q3,2024,4046,OR-ECO-046,5104,Bevagen,OPH,Y,DDD,NON-RETAIL,652.425,652.425,191.329,66428.5
202408,2024Q3,2024,4046,OR-ECO-046,5104,Bevagen,OPH,Y,DDD,NON-RETAIL,712.747,712.747,182.017,72690.27
202409,2024Q3,2024,4046,OR-ECO-046,5104,Bevagen,OPH,Y,DDD,NON-RETAIL,569.999,569.999,70.549,58227.99
202410,2024Q4,2024,4046,OR-ECO-046,5104,Bevagen,OPH,Y,DDD,NON-RETAIL,620.02,620.02,188.249,63442.4
202411,2024Q4,2024,4046,OR-ECO-046,5104,Bevagen,OPH,Y,DDD,NON-RETAIL,621.741,731.46,237.003,74969.01
202412,2024Q4,2024,4046,OR-ECO-046,5104,Bevagen,OPH,Y,DDD,NON-RETAIL,632.2248999999999,743.794,213.456,76358.97
202101,2021Q1,2021,4047,SC-ECO-047,5104,Bevagen,OPH,Y,IMS,NON-RETAIL,352.494,352.494,91.863,33486.93
202102,2021Q1,2021,4047,SC-ECO-047,5104,Bevagen,OPH,Y,IMS,NON-RETAIL,383.577,383.577,98.455,36500.0
202103,2021Q1,2021,4047,SC-ECO-047,5104,Bevagen,OPH,Y,IMS,NON-RETAIL,327.149,327.149,39.544,31181.85
202104,2021Q2,2021,4047,SC-ECO-047,5104,Bevagen,OPH,Y,ims,NON-RETAIL,325.651,325.651,62.071,31090.36
202105,2021Q2,2021,4047,SC-ECO-047,5104,Bevagen,OPH,Y,IMS,NON-RETAIL,316.199,316.199,64.216,30237.82
202106,2021Q2,2021,4047,SC-ECO-047,5104,Bevagen,OPH,Y,IMS,NON-RETAIL,297.63,297.63,94.923,28509.09
202107,2021Q3,2021,4047,SC-ECO-047,5104,Bevagen,OPH,Y,IMS,NON-RETAIL,301.956,301.956,82.274,28971.22
202108,2021Q3,2021,4047,SC-ECO-047,5104,Bevagen,OPH,Y,IMS,NON-RETAIL,378.977,378.977,73.597,36421.16
202109,2021Q3,2021,4047,SC-ECO-047,5104,Bevagen,OPH,Y,IMS,NON-RETAIL,378.175,378.175,90.136,36404.06
202110,2021Q4,2021,4047,SC-ECO-047,5104,Bevagen,OPH,Y,IMS,NON-RETAIL,386.11,386.11,81.914,37229.26
202111,2021Q4,2021,4047,SC-ECO-047,5104,Bevagen,OPH,Y,ims,NON-RETAIL,373.821,373.821,102.064,36103.9
202112,2021Q4,2021,4047,SC-ECO-047,5104,Bevagen,OPH,Y,IMS,NON-RETAIL,387.269,387.269,40.899,37464.46
202201,2022Q1,2022,4047,SC-ECO-047,5104,Bevagen,OPH,Y,IMS,NON-RETAIL,408.1,408.1,67.658,39544.85
202202,2022Q1,2022,4047,SC-ECO-047,5104,Bevagen,OPH,Y,ims,NON-RETAIL,416.289,416.289,83.844,40405.06
202203,2022Q1,2022,4047,SC-ECO-047,5104,Bevagen,OPH,Y,IMS,NON-RETAIL,435.755,435.755,81.524,42364.25
202204,2022Q2,2022,4047,SC-ECO-047,5104,Bevagen,OPH,Y,IMS,NON-RETAIL,403.22,403.22,101.763,39265.95
202205,2022Q2,2022,4047,SC-ECO-047,5104,Bevagen,OPH,Y,IMS,NON-RETAIL,394.484,394.484,72.408,38478.69
202206,2022Q2,2022,4047,SC-ECO-047,5104,Bevagen,OPH,Y,IMS,NON-RETAIL,411.568,411.568,93.042,40211.36
202207,2022Q3,2022,4047,SC-ECO-047,5104,Bevagen,OPH,Y,IMS,NON-RETAIL,387.735,387.735,76.823,37945.33
202208,2022Q3,2022,4047,SC-ECO-047,5104,Bevagen,OPH,Y,IMS,NON-RETAIL,361.237,361.237,93.691,35410.58
202209,2022Q3,2022,4047,SC-ECO-047,5104,Bevagen,OPH,Y,IMS,NON-RETAIL,393.315,393.315,84.024,38618.73
202210,2022Q4,2022,4047,SC-ECO-047,5104,Bevagen,OPH,Y,IMS,NON-RETAIL,422.482,422.482,97.775,41551.04
202211,2022Q4,2022,4047,SC-ECO-047,5104,Bevagen,OPH,Y,IMS,NON-RETAIL,514.03,514.03,71.343,50638.3
202212,2022Q4,2022,4047,SC-ECO-047,5104,Bevagen,OPH,Y,IMS,NON-RETAIL,480.109,480.109,96.964,47374.8
202301,2023Q1,2023,4047,SC-ECO-047,5104,Bevagen,OPH,Y,IMS,NON-RETAIL,477.503,477.503,101.217,47195.49
202302,2023Q1,2023,4047,SC-ECO-047,5104,Bevagen,OPH,Y,IMS,NON-RETAIL,495.209,495.209,102.829,49026.28
202303,2023Q1,2023,4047,SC-ECO-047,5104,Bevagen,OPH,Y,IMS,NON-RETAIL,488.676,488.676,95.693,48459.41
202304,2023Q2,2023,4047,SC-ECO-047,5104,Bevagen,OPH,Y,IMS,NON-RETAIL,413.84,413.84,85.21,41106.14
202305,2023Q2,2023,4047,SC-ECO-047,5104,Bevagen,OPH,Y,IMS,NON-RETAIL,443.93,443.93,130.293,44167.72
202306,2023Q2,2023,4047,SC-ECO-047,5104,Bevagen,OPH,Y,IMS,NON-RETAIL,444.262,444.262,105.646,44273.79
202307,2023Q3,2023,4047,SC-ECO-047,5104,Bevagen,OPH,Y,IMS,NON-RETAIL,487.337,487.337,89.608,48646.66
202308,2023Q3,2023,4047,SC-ECO-047,5104,Bevagen,OPH,Y,IMS,NON-RETAIL,497.161,497.161,88.215,49709.3
202309,2023Q3,2023,4047,SC-ECO-047,5104,Bevagen,OPH,Y,IMS,NON-RETAIL,606.28,606.28,169.282,60719.83
202310,2023Q4,2023,4047,SC-ECO-047,5104,Bevagen,OPH,Y,IMS,NON-RETAIL,502.021,502.021,121.343,50361.21
202311,2023Q4,2023,4047,SC-ECO-047,5104,Bevagen,OPH,Y,ims,NON-RETAIL,539.429,539.429,107.378,54203.2
202312,2023Q4,2023,4047,SC-ECO-047,5104,Bevagen,OPH,Y,IMS,NON-RETAIL,555.812,555.812,109.849,55941.62
202401,2024Q1,2024,4047,SC-ECO-047,5104,Bevagen,OPH,Y,IMS,NON-RETAIL,423.184,423.184,76.181,42663.15
202402,2024Q1,2024,4047,SC-ECO-047,5104,Bevagen,OPH,Y,IMS,NON-RETAIL,474.435,474.435,151.473,47909.01
202403,2024Q1,2024,4047,SC-ECO-047,5104,Bevagen,OPH,Y,IMS,NON-RETAIL,497.867,497.867,88.249,50358.32
202404,2024Q2,2024,4047,SC-ECO-047,5104,Bevagen,OPH,Y,IMS,NON-RETAIL,512.553,512.553,101.139,51929.35
202405,2024Q2,2024,4047,SC-ECO-047,5104,Bevagen,OPH,Y,IMS,NON-RETAIL,404.264,404.264,67.117,41025.71
202406,2024Q2,2024,4047,SC-ECO-047,5104,Bevagen,OPH,Y,IMS,NON-RETAIL,421.574,421.574,101.888,42853.06
202407,2024Q3,2024,4047,SC-ECO-047,5104,Bevagen,OPH,Y,IMS,NON-RETAIL,445.534,445.534,99.348,45363.29
202408,2024Q3,2024,4047,SC-ECO-047,5104,Bevagen,OPH,Y,IMS,NON-RETAIL,466.156,466.156,117.436,47541.41
202409,2024Q3,2024,4047,SC-ECO-047,5104,Bevagen,OPH,Y,IMS,NON-RETAIL,487.806,487.806,120.341,49831.58
202410,2024Q4,2024,4047,SC-ECO-047,5104,Bevagen,OPH,Y,IMS,NON-RETAIL,515.218,515.218,134.35,52718.73
202411,2024Q4,2024,4047,SC-ECO-047,5104,Bevagen,OPH,Y,IMS,NON-RETAIL,542.191,542.191,154.568,55570.32
202412,2024Q4,2024,4047,SC-ECO-047,5104,Bevagen,OPH,Y,IMS,NON-RETAIL,469.33,469.33,73.366,48182.15
202101,2021Q1,2021,4048,CA-ECO-048,5104,Bevagen,OPH,Y,IMS,NON-RETAIL,218.005,218.005,65.265,20710.52
202102,2021Q1,2021,4048,CA-ECO-048,5104,Bevagen,OPH,Y,IMS,NON-RETAIL,236.621,236.621,52.566,22516.14
202103,2021Q1,2021,4048,CA-ECO-048,5104,Bevagen,OPH,Y,IMS,NON-RETAIL,212.503,212.503,34.351,20254.57
202104,2021Q2,2021,4048,CA-ECO-048,5104,Bevagen,OPH,Y,IMS,NON-RETAIL,190.513,190.513,34.22,18188.52
202105,2021Q2,2021,4048,CA-ECO-048,5104,Bevagen,OPH,Y,IMS,NON-RETAIL,197.908,197.908,42.822,18925.79
202106,2021Q2,2021,4048,CA-ECO-048,5104,Bevagen,OPH,Y,IMS,NON-RETAIL,211.17,211.17,40.353,20227.34
