date_year_month,ecosystem_id,product_brand_id,product_brand_name,rep_calls,samples_delivered,digital_impressions,speaker_programs,copay_redemptions,nba_suggestions,marketing_spend_usd
202409,4022,5105,Ocretiva,3,0,479.0,0,3,7,1481.1
202410,4022,5105,Ocretiva,1,0,76.0,0,13,0,418.4
202411,4022,5105,Ocretiva,3,0,381.0,0,0,6,1392.9
202412,4022,5105,Ocretiva,6,0,692.0,0,30,13,2722.8
202501,4022,5105,Ocretiva,2,0,210.0,0,16,6,889.0
202502,4022,5105,Ocretiva,3,0,280.0,0,0,3,1302.0
202503,4022,5105,Ocretiva,2,0,0.0,0,0,3,700.0
202504,4022,5105,Ocretiva,5,0,235.0,0,42,11,1961.5
202505,4022,5105,Ocretiva,4,0,618.0,0,65,6,1956.2
202506,4022,5105,Ocretiva,4,0,365.0,0,27,13,1728.5
202101,4023,5105,Ocretiva,9,0,1115.0,0,98,16,4153.5
202102,4023,5105,Ocretiva,6,0,1150.0,0,58,10,3135.0
202103,4023,5105,Ocretiva,6,0,539.0,0,67,12,2585.1
202104,4023,5105,Ocretiva,5,0,346.0,0,38,9,2061.4
202105,4023,5105,Ocretiva,9,0,1297.0,0,49,22,4317.3
202106,4023,5105,Ocretiva,5,0,0.0,0,31,10,1750.0
202107,4023,5105,Ocretiva,4,0,438.0,0,37,8,1794.2
202108,4023,5105,Ocretiva,6,0,805.0,0,82,9,2824.5
202109,4023,5105,Ocretiva,5,0,672.0,0,23,8,2354.8
202110,4023,5105,Ocretiva,4,0,543.0,0,18,6,1888.7
202111,4023,5105,Ocretiva,6,0,620.0,0,40,6,2658.0
202112,4023,5105,Ocretiva,9,0,1382.0,0,74,19,4393.8
202201,4023,5105,Ocretiva,4,0,232.0,0,13,11,1608.8
202202,4023,5105,Ocretiva,5,0,,0,47,16,2133.4
202203,4023,5105,Ocretiva,6,0,726.0,0,3,13,2753.4
202204,4023,5105,Ocretiva,4,0,606.0,0,40,8,1945.4
202205,4023,5105,Ocretiva,2,0,201.0,0,1,5,880.9
202206,4023,5105,Ocretiva,6,0,770.0,0,46,12,2793.0
202207,4023,5105,Ocretiva,5,0,933.0,0,69,8,2589.7
202208,4023,5105,Ocretiva,6,0,804.0,0,52,8,2823.6
202209,4023,5105,Ocretiva,7,0,513.0,0,49,14,2911.7
202210,4023,5105,Ocretiva,5,0,874.0,0,20,13,2536.6
202211,4023,5105,Ocretiva,9,0,151.0,0,70,22,3285.9
202212,4023,5105,Ocretiva,7,0,809.0,0,53,19,3178.1
202301,4023,5105,Ocretiva,5,0,699.0,0,19,13,2379.1
202302,4023,5105,Ocretiva,6,0,571.0,1,48,9,6813.9
202303,4023,5105,Ocretiva,5,0,602.0,1,52,5,6491.8
202304,4023,5105,Ocretiva,3,0,676.0,0,38,6,1658.4
202305,4023,5105,Ocretiva,7,0,626.0,0,23,12,3013.4
202306,4023,5105,Ocretiva,6,0,565.0,0,72,14,2608.5
202307,4023,5105,Ocretiva,4,0,497.0,0,0,8,1847.3
202308,4023,5105,Ocretiva,4,0,244.0,0,56,6,1619.6
202309,4023,5105,Ocretiva,5,0,256.0,0,11,17,1980.4
202310,4023,5105,Ocretiva,7,0,570.0,0,39,18,2963.0
202311,4023,5105,Ocretiva,9,0,554.0,0,44,22,3648.6
202312,4023,5105,Ocretiva,5,0,575.0,1,0,16,6467.5
202401,4023,5105,Ocretiva,5,0,362.0,0,67,12,2075.8
202402,4023,5105,Ocretiva,5,0,687.0,0,53,13,2368.3
202403,4023,5105,Ocretiva,9,0,552.0,0,40,24,3646.8
202404,4023,5105,Ocretiva,6,0,673.0,0,36,6,2705.7
202405,4023,5105,Ocretiva,10,0,1236.0,0,67,24,4612.4
202406,4023,5105,Ocretiva,5,0,218.0,1,21,9,6146.2
202407,4023,5105,Ocretiva,8,0,694.0,0,86,20,3424.6
202408,4023,5105,Ocretiva,8,0,55.0,0,101,20,2849.5
202409,4023,5105,Ocretiva,8,0,1765.0,0,88,24,4388.5
202410,4023,5105,Ocretiva,3,0,326.0,0,39,6,1343.4
202411,4023,5105,Ocretiva,8,0,1197.0,0,39,11,3877.3
202412,4023,5105,Ocretiva,8,0,1131.0,0,62,16,3817.9
202501,4023,5105,Ocretiva,4,0,205.0,0,40,6,1584.5
202502,4023,5105,Ocretiva,3,0,21.0,0,37,3,1068.9
202503,4023,5105,Ocretiva,11,0,1289.0,0,86,31,5010.1
202504,4023,5105,Ocretiva,8,0,560.0,0,35,21,3304.0
202505,4023,5105,Ocretiva,6,0,673.0,0,32,10,2705.7
202506,4023,5105,Ocretiva,5,0,774.0,0,33,14,2446.6
202101,4024,5105,Ocretiva,0,0,0.0,0,0,0,0.0
202102,4024,5105,Ocretiva,1,0,120.0,0,0,0,458.0
202103,4024,5105,Ocretiva,1,0,166.0,1,22,1,4699.4
202104,4024,5105,Ocretiva,3,0,223.0,0,34,5,1250.7
202105,4024,5105,Ocretiva,1,0,116.0,0,7,7,454.4
202106,4024,5105,Ocretiva,2,0,166.0,0,22,4,849.4
202107,4024,5105,Ocretiva,1,0,153.0,0,12,2,487.7
202108,4024,5105,Ocretiva,1,0,195.0,0,30,5,525.5
202109,4024,5105,Ocretiva,0,0,0.0,0,0,0,0.0
202110,4024,5105,Ocretiva,1,0,49.0,0,24,1,394.1
202111,4024,5105,Ocretiva,0,0,37.0,0,10,0,33.3
202112,4024,5105,Ocretiva,1,0,62.0,0,3,3,405.8
202201,4024,5105,Ocretiva,1,0,15.0,0,0,5,363.5
202202,4024,5105,Ocretiva,1,0,119.0,0,0,2,457.1
202203,4024,5105,Ocretiva,2,0,366.0,0,0,4,1029.4
202204,4024,5105,Ocretiva,2,0,,0,12,8,860.2
202205,4024,5105,Ocretiva,1,0,99.0,0,0,3,439.1
202206,4024,5105,Ocretiva,1,0,235.0,0,16,0,561.5
202207,4024,5105,Ocretiva,2,0,391.0,0,0,4,1051.9
202208,4024,5105,Ocretiva,0,0,11.0,0,5,0,9.9
202209,4024,5105,Ocretiva,0,0,0.0,0,0,0,0.0
202210,4024,5105,Ocretiva,1,0,114.0,0,2,3,452.6
202211,4024,5105,Ocretiva,1,0,159.0,0,15,2,493.1
202212,4024,5105,Ocretiva,2,0,155.0,0,0,4,839.5
202301,4024,5105,Ocretiva,0,0,0.0,0,19,0,0.0
202302,4024,5105,Ocretiva,1,0,0.0,0,4,3,350.0
202303,4024,5105,Ocretiva,2,0,107.0,0,23,0,796.3
202304,4024,5105,Ocretiva,0,0,0.0,0,19,0,0.0
202305,4024,5105,Ocretiva,0,0,0.0,0,0,0,0.0
202306,4024,5105,Ocretiva,1,0,91.0,0,10,1,431.9
202307,4024,5105,Ocretiva,2,0,98.0,0,14,4,788.2
202308,4024,5105,Ocretiva,2,0,266.0,0,18,4,939.4
202309,4024,5105,Ocretiva,1,0,184.0,0,0,2,515.6
202310,4024,5105,Ocretiva,3,0,391.0,0,67,8,1401.9
202311,4024,5105,Ocretiva,1,0,75.0,0,0,1,417.5
202312,4024,5105,Ocretiva,2,0,157.0,0,13,4,841.3
202401,4024,5105,Ocretiva,2,0,146.0,0,7,2,831.4
202402,4024,5105,Ocretiva,2,0,364.0,0,0,6,1027.6
202403,4024,5105,Ocretiva,1,0,126.0,1,4,2,4663.4
202404,4024,5105,Ocretiva,1,0,0.0,0,36,2,350.0
202405,4024,5105,Ocretiva,1,0,113.0,0,0,3,451.7
202406,4024,5105,Ocretiva,1,0,120.0,0,11,4,458.0
202407,4024,5105,Ocretiva,0,0,25.0,1,0,0,4222.5
202408,4024,5105,Ocretiva,0,0,7.0,0,20,0,6.3
202409,4024,5105,Ocretiva,3,0,268.0,1,15,2,5491.2
202410,4024,5105,Ocretiva,0,0,0.0,1,11,1,4200.0
202411,4024,5105,Ocretiva,0,0,0.0,0,0,0,0.0
202412,4024,5105,Ocretiva,2,0,288.0,0,22,2,959.2
202501,4024,5105,Ocretiva,0,0,0.0,1,3,0,4200.0
202502,4024,5105,Ocretiva,0,0,0.0,0,13,0,0.0
202503,4024,5105,Ocretiva,0,0,0.0,0,25,0,0.0
202504,4024,5105,Ocretiva,1,0,148.0,0,11,2,483.2
202505,4024,5105,Ocretiva,1,0,142.0,0,25,3,477.8
202506,4024,5105,Ocretiva,2,0,105.0,0,11,2,794.5
202101,4025,5105,Ocretiva,25,0,4947.0,0,201,41,13202.3
202102,4025,5105,Ocretiva,19,0,2836.0,0,189,39,9202.4
202103,4025,5105,Ocretiva,30,0,1466.0,0,248,63,11819.4
202104,4025,5105,Ocretiva,24,0,3726.0,0,158,50,11753.4
202105,4025,5105,Ocretiva,31,0,5190.0,0,261,59,15521.0
202106,4025,5105,Ocretiva,21,0,1275.0,0,176,44,8497.5
202107,4025,5105,Ocretiva,31,0,3490.0,0,278,68,13991.0
202108,4025,5105,Ocretiva,32,0,2693.0,0,289,79,13623.7
202109,4025,5105,Ocretiva,19,0,3401.0,0,155,38,9710.9
202110,4025,5105,Ocretiva,24,0,3436.0,0,179,57,11492.4
202111,4025,5105,Ocretiva,39,0,4976.0,0,344,82,18128.4
202112,4025,5105,Ocretiva,31,0,2954.0,0,263,57,13508.6
202201,4025,5105,Ocretiva,30,0,3085.0,0,251,52,13276.5
202202,4025,5105,Ocretiva,30,0,5059.0,0,232,59,15053.1
202203,4025,5105,Ocretiva,32,0,,0,275,53,13225.0
202204,4025,5105,Ocretiva,23,0,2736.0,0,151,53,10512.4
202205,4025,5105,Ocretiva,23,0,3003.0,0,173,50,10752.7
202206,4025,5105,Ocretiva,37,0,3210.0,0,283,71,15839.0
202207,4025,5105,Ocretiva,31,0,3353.0,0,295,45,13867.7
202208,4025,5105,Ocretiva,27,0,2036.0,0,196,55,11282.4
202209,4025,5105,Ocretiva,31,0,4387.0,0,277,64,14798.3
202210,4025,5105,Ocretiva,28,0,3124.0,0,225,72,12611.6
202211,4025,5105,Ocretiva,31,0,4979.0,0,238,40,15331.1
202212,4025,5105,Ocretiva,30,0,4466.0,0,218,48,14519.4
202301,4025,5105,Ocretiva,31,0,5584.0,0,280,71,15875.6
202302,4025,5105,Ocretiva,29,0,1778.0,0,192,54,11750.2
202303,4025,5105,Ocretiva,29,0,2935.0,0,233,59,12791.5
202304,4025,5105,Ocretiva,25,0,3773.0,0,198,41,12145.7
202305,4025,5105,Ocretiva,43,0,5860.0,2,339,111,28724.0
202306,4025,5105,Ocretiva,21,0,1845.0,1,147,50,13210.5
202307,4025,5105,Ocretiva,34,0,5112.0,0,246,57,16500.8
202308,4025,5105,Ocretiva,27,0,941.0,0,244,54,10296.9
202309,4025,5105,Ocretiva,20,0,3393.0,0,185,34,10053.7
202310,4025,5105,Ocretiva,32,0,4101.0,0,275,57,14890.9
202311,4025,5105,Ocretiva,18,0,3852.0,0,151,37,9766.8
202312,4025,5105,Ocretiva,34,0,4632.0,1,281,71,20268.8
202401,4025,5105,Ocretiva,31,0,4085.0,0,265,83,14526.5
202402,4025,5105,Ocretiva,34,0,2482.0,0,289,76,14133.8
202403,4025,5105,Ocretiva,35,0,5036.0,0,268,77,16782.4
202404,4025,5105,Ocretiva,23,0,0.0,0,193,38,8050.0
202405,4025,5105,Ocretiva,20,0,200.0,0,158,38,7180.0
202406,4025,5105,Ocretiva,20,0,3162.0,0,138,40,9845.8
202407,4025,5105,Ocretiva,22,0,3873.0,0,188,44,11185.7
202408,4025,5105,Ocretiva,19,0,,1,129,34,12295.4
202409,4025,5105,Ocretiva,22,0,3533.0,0,204,34,10879.7
202410,4025,5105,Ocretiva,29,0,4804.0,0,221,61,14473.6
202411,4025,5105,Ocretiva,29,0,1366.0,0,213,68,11379.4
202412,4025,5105,Ocretiva,23,0,3022.0,0,183,51,10769.8
202501,4025,5105,Ocretiva,29,0,3342.0,0,233,56,13157.8
202502,4025,5105,Ocretiva,36,0,4769.0,0,253,67,16892.1
202503,4025,5105,Ocretiva,30,0,4559.0,1,268,58,18803.1
202504,4025,5105,Ocretiva,28,0,3397.0,0,249,56,12857.3
202505,4025,5105,Ocretiva,21,0,1807.0,0,155,30,8976.3
202506,4025,5105,Ocretiva,28,0,,0,197,58,13097.6
202101,4026,5105,Ocretiva,2,0,350.0,0,45,2,1015.0
202102,4026,5105,Ocretiva,9,0,1452.0,0,55,18,4456.8
202103,4026,5105,Ocretiva,4,0,468.0,0,12,4,1821.2
202104,4026,5105,Ocretiva,7,0,845.0,0,57,14,3210.5
202105,4026,5105,Ocretiva,6,0,749.0,0,47,11,2774.1
202106,4026,5105,Ocretiva,7,0,864.0,0,38,24,3227.6
202107,4026,5105,Ocretiva,6,0,836.0,0,35,8,2852.4
202108,4026,5105,Ocretiva,4,0,132.0,0,37,6,1518.8
202109,4026,5105,Ocretiva,3,0,616.0,0,47,7,1604.4
202110,4026,5105,Ocretiva,3,0,517.0,0,36,8,1515.3
202111,4026,5105,Ocretiva,1,0,,0,1,2,502.1
202112,4026,5105,Ocretiva,3,0,292.0,1,32,7,5512.8
202201,4026,5105,Ocretiva,5,0,590.0,0,29,6,2281.0
202202,4026,5105,Ocretiva,1,0,38.0,0,6,1,384.2
202203,4026,5105,Ocretiva,3,0,419.0,0,8,3,1427.1
202204,4026,5105,Ocretiva,3,0,445.0,0,7,10,1450.5
202205,4026,5105,Ocretiva,2,0,311.0,0,0,5,979.9
202206,4026,5105,Ocretiva,0,0,0.0,0,0,0,0.0
202207,4026,5105,Ocretiva,6,0,706.0,1,22,9,6935.4
202208,4026,5105,Ocretiva,4,0,330.0,0,14,10,1697.0
202209,4026,5105,Ocretiva,6,0,551.0,0,57,7,2595.9
202210,4026,5105,Ocretiva,6,0,567.0,0,0,14,2610.3
202211,4026,5105,Ocretiva,4,0,60.0,0,21,10,1454.0
202212,4026,5105,Ocretiva,6,0,641.0,0,28,12,2676.9
202301,4026,5105,Ocretiva,6,0,507.0,0,76,15,2556.3
202302,4026,5105,Ocretiva,4,0,461.0,1,20,11,6014.9
202303,4026,5105,Ocretiva,4,0,402.0,0,67,9,1761.8
202304,4026,5105,Ocretiva,2,0,303.0,0,18,4,972.7
202305,4026,5105,Ocretiva,3,0,525.0,1,8,5,5722.5
202306,4026,5105,Ocretiva,6,0,525.0,0,35,19,2572.5
202307,4026,5105,Ocretiva,2,0,149.0,0,54,5,834.1
202308,4026,5105,Ocretiva,2,0,297.0,0,18,4,967.3
202309,4026,5105,Ocretiva,6,0,1082.0,0,56,19,3073.8
202310,4026,5105,Ocretiva,2,0,8.0,0,1,2,707.2
202311,4026,5105,Ocretiva,4,0,294.0,0,67,10,1664.6
202312,4026,5105,Ocretiva,0,0,0.0,0,0,0,0.0
202401,4026,5105,Ocretiva,4,0,376.0,0,24,8,1738.4
202402,4026,5105,Ocretiva,0,0,11.0,0,0,0,9.9
202403,4026,5105,Ocretiva,7,0,836.0,0,44,10,3202.4
202404,4026,5105,Ocretiva,5,0,603.0,0,34,10,2292.7
202405,4026,5105,Ocretiva,3,0,507.0,0,17,7,1506.3
202406,4026,5105,Ocretiva,7,0,1138.0,0,52,14,3474.2
202407,4026,5105,Ocretiva,2,0,286.0,0,5,4,957.4
202408,4026,5105,Ocretiva,3,0,624.0,0,2,8,1611.6
202409,4026,5105,Ocretiva,7,0,548.0,0,59,6,2943.2
202410,4026,5105,Ocretiva,3,0,378.0,1,52,4,5590.2
202411,4026,5105,Ocretiva,6,0,1167.0,0,47,15,3150.3
202412,4026,5105,Ocretiva,3,0,357.0,0,12,4,1371.3
202501,4026,5105,Ocretiva,3,0,380.0,0,43,4,1392.0
202502,4026,5105,Ocretiva,4,0,579.0,0,44,8,1921.1
202503,4026,5105,Ocretiva,2,0,7.0,0,43,3,706.3
202504,4026,5105,Ocretiva,5,0,387.0,0,18,7,2098.3
202505,4026,5105,Ocretiva,7,0,672.0,0,72,17,3054.8
202506,4026,5105,Ocretiva,5,0,640.0,0,57,10,2326.0
202101,4027,5105,Ocretiva,8,0,1396.0,0,44,17,4056.4
202102,4027,5105,Ocretiva,0,0,0.0,0,0,0,0.0
202103,4027,5105,Ocretiva,3,0,451.0,1,16,4,5655.9
202104,4027,5105,Ocretiva,3,0,676.0,0,33,10,1658.4
202105,4027,5105,Ocretiva,3,0,495.0,0,32,6,1495.5
202106,4027,5105,Ocretiva,7,0,471.0,0,66,10,2873.9
202107,4027,5105,Ocretiva,2,0,126.0,0,24,5,813.4
202108,4027,5105,Ocretiva,3,0,504.0,0,27,8,1503.6
202109,4027,5105,Ocretiva,2,0,360.0,0,22,3,1024.0
202110,4027,5105,Ocretiva,5,0,532.0,0,85,11,2228.8
202111,4027,5105,Ocretiva,4,0,239.0,0,32,11,1615.1
202112,4027,5105,Ocretiva,5,0,,0,23,9,2340.4
202201,4027,5105,Ocretiva,4,0,0.0,0,45,8,1400.0
202202,4027,5105,Ocretiva,2,0,352.0,0,9,0,1016.8
202203,4027,5105,Ocretiva,5,0,468.0,0,28,12,2171.2
202204,4027,5105,Ocretiva,4,0,299.0,0,21,11,1669.1
202205,4027,5105,Ocretiva,3,0,321.0,0,35,8,1338.9
202206,4027,5105,Ocretiva,5,0,395.0,0,35,9,2105.5
202207,4027,5105,Ocretiva,1,0,102.0,0,19,1,441.8
202208,4027,5105,Ocretiva,0,0,0.0,0,0,0,0.0
202209,4027,5105,Ocretiva,2,0,352.0,0,9,2,1016.8
202210,4027,5105,Ocretiva,7,0,1136.0,1,33,15,7672.4
202211,4027,5105,Ocretiva,4,0,700.0,0,18,8,2030.0
202212,4027,5105,Ocretiva,5,0,368.0,0,48,7,2081.2
202301,4027,5105,Ocretiva,3,0,490.0,0,45,6,1491.0
202302,4027,5105,Ocretiva,5,0,771.0,0,64,11,2443.9
202303,4027,5105,Ocretiva,2,0,368.0,0,45,4,1031.2
202304,4027,5105,Ocretiva,5,0,600.0,1,4,6,6490.0
202305,4027,5105,Ocretiva,1,0,42.0,0,1,2,387.8
202306,4027,5105,Ocretiva,0,0,,0,18,0,0.0
202307,4027,5105,Ocretiva,3,0,582.0,0,7,5,1573.8
202308,4027,5105,Ocretiva,6,0,584.0,0,52,14,2625.6
202309,4027,5105,Ocretiva,3,0,598.0,0,6,2,1588.2
202310,4027,5105,Ocretiva,2,0,260.0,0,14,5,934.0
202311,4027,5105,Ocretiva,8,0,1093.0,0,65,9,3783.7
202312,4027,5105,Ocretiva,4,0,452.0,0,29,17,1806.8
202401,4027,5105,Ocretiva,6,0,323.0,0,40,11,2390.7
202402,4027,5105,Ocretiva,2,0,18.0,0,14,6,716.2
202403,4027,5105,Ocretiva,6,0,566.0,0,47,10,2609.4
202404,4027,5105,Ocretiva,2,0,368.0,0,0,3,1031.2
202405,4027,5105,Ocretiva,3,0,420.0,0,6,5,1428.0
202406,4027,5105,Ocretiva,5,0,646.0,0,12,6,2331.4
202407,4027,5105,Ocretiva,6,0,681.0,0,60,10,2712.9
202408,4027,5105,Ocretiva,5,0,398.0,1,54,13,6308.2
202409,4027,5105,Ocretiva,3,0,239.0,0,26,9,1265.1
202410,4027,5105,Ocretiva,6,0,613.0,0,19,13,2651.7
202411,4027,5105,Ocretiva,4,0,311.0,0,37,12,1679.9
202412,4027,5105,Ocretiva,3,0,333.0,0,10,4,1349.7
202501,4027,5105,Ocretiva,6,0,587.0,1,37,11,6828.3
202502,4027,5105,Ocretiva,6,0,1083.0,0,82,10,3074.7
202503,4027,5105,Ocretiva,1,0,,0,0,2,485.0
202504,4027,5105,Ocretiva,4,0,592.0,0,37,13,1932.8
202505,4027,5105,Ocretiva,4,0,879.0,0,13,9,2191.1
202506,4027,5105,Ocretiva,3,0,471.0,0,28,6,1473.9
202101,4028,5105,Ocretiva,0,0,1.0,0,0,0,0.9
202102,4028,5105,Ocretiva,8,0,643.0,0,47,18,3378.7
202103,4028,5105,Ocretiva,5,0,455.0,0,68,13,2159.5
202104,4028,5105,Ocretiva,9,0,1643.0,0,64,20,4628.7
202105,4028,5105,Ocretiva,7,0,751.0,0,51,15,3125.9
202106,4028,5105,Ocretiva,3,0,202.0,0,0,8,1231.8
202107,4028,5105,Ocretiva,6,0,729.0,0,14,7,2756.1
202108,4028,5105,Ocretiva,4,0,342.0,0,45,6,1707.8
202109,4028,5105,Ocretiva,5,0,456.0,0,43,11,2160.4
202110,4028,5105,Ocretiva,7,0,942.0,0,78,8,3297.8
202111,4028,5105,Ocretiva,13,0,82.0,0,114,25,4623.8
202112,4028,5105,Ocretiva,13,0,1493.0,0,81,29,5893.7
202201,4028,5105,Ocretiva,6,0,770.0,0,59,19,2793.0
202202,4028,5105,Ocretiva,5,0,143.0,0,12,10,1878.7
202203,4028,5105,Ocretiva,10,0,1762.0,0,89,20,5085.8
202204,4028,5105,Ocretiva,9,0,1132.0,0,43,21,4168.8
202205,4028,5105,Ocretiva,6,0,546.0,0,44,9,2591.4
202206,4028,5105,Ocretiva,10,0,1385.0,0,88,13,4746.5
202207,4028,5105,Ocretiva,5,0,312.0,0,13,13,2030.8
202208,4028,5105,Ocretiva,7,0,1164.0,0,78,17,3497.6
202209,4028,5105,Ocretiva,2,0,281.0,0,1,10,952.9
202210,4028,5105,Ocretiva,8,0,1025.0,0,57,19,3722.5
202211,4028,5105,Ocretiva,8,0,789.0,0,53,16,3510.1
202212,4028,5105,Ocretiva,11,0,1293.0,0,114,18,5013.7
202301,4028,5105,Ocretiva,10,0,1136.0,0,75,19,4522.4
202302,4028,5105,Ocretiva,9,0,1010.0,0,63,17,4059.0
202303,4028,5105,Ocretiva,5,0,929.0,0,25,9,2586.1
202304,4028,5105,Ocretiva,6,0,639.0,0,36,18,2675.1
202305,4028,5105,Ocretiva,6,0,610.0,0,13,11,2649.0
202306,4028,5105,Ocretiva,4,0,599.0,0,34,9,1939.1
202307,4028,5105,Ocretiva,5,0,779.0,0,38,9,2451.1
202308,4028,5105,Ocretiva,4,0,720.0,0,42,12,2048.0
202309,4028,5105,Ocretiva,11,0,1799.0,0,79,28,5469.1
202310,4028,5105,Ocretiva,6,0,904.0,0,0,11,2913.6
202311,4028,5105,Ocretiva,7,0,574.0,0,56,17,2966.6
202312,4028,5105,Ocretiva,6,0,832.0,0,39,14,2848.8
202401,4028,5105,Ocretiva,3,0,340.0,1,0,4,5556.0
202402,4028,5105,Ocretiva,10,0,601.0,0,68,17,4040.9
202403,4028,5105,Ocretiva,10,0,1358.0,0,76,14,4722.2
202404,4028,5105,Ocretiva,9,0,1161.0,0,84,16,4194.9
202405,4028,5105,Ocretiva,4,0,476.0,0,31,9,1828.4
202406,4028,5105,Ocretiva,7,0,418.0,0,48,16,2826.2
202407,4028,5105,Ocretiva,9,0,1189.0,0,64,25,4220.1
202408,4028,5105,Ocretiva,6,0,627.0,0,61,13,2664.3
202409,4028,5105,Ocretiva,8,0,1258.0,0,72,15,3932.2
202410,4028,5105,Ocretiva,6,0,733.0,0,43,21,2759.7
202411,4028,5105,Ocretiva,5,0,400.0,0,26,8,2110.0
202412,4028,5105,Ocretiva,14,0,1269.0,1,132,36,10242.1
202501,4028,5105,Ocretiva,8,0,949.0,0,45,12,3654.1
202502,4028,5105,Ocretiva,6,0,997.0,0,70,16,2997.3
202503,4028,5105,Ocretiva,9,0,847.0,0,37,21,3912.3
202504,4028,5105,Ocretiva,7,0,1204.0,0,89,11,3533.6
202505,4028,5105,Ocretiva,3,0,495.0,0,44,7,1495.5
202506,4028,5105,Ocretiva,6,0,508.0,0,42,13,2557.2
202101,4029,5105,Ocretiva,3,0,388.0,0,34,9,1399.2
202102,4029,5105,Ocretiva,1,0,81.0,0,0,2,422.9
202103,4029,5105,Ocretiva,5,0,,0,61,10,2470.9
202104,4029,5105,Ocretiva,3,0,485.0,0,35,7,1486.5
202105,4029,5105,Ocretiva,1,0,68.0,0,7,2,411.2
202106,4029,5105,Ocretiva,1,0,42.0,1,0,0,4587.8
202107,4029,5105,Ocretiva,3,0,56.0,0,32,14,1100.4
202108,4029,5105,Ocretiva,2,0,233.0,0,19,0,909.7
202109,4029,5105,Ocretiva,2,0,198.0,0,31,1,878.2
202110,4029,5105,Ocretiva,2,0,,0,3,8,789.1
202111,4029,5105,Ocretiva,0,0,0.0,0,8,0,0.0
202112,4029,5105,Ocretiva,0,0,65.0,0,25,0,58.5
202201,4029,5105,Ocretiva,3,0,147.0,0,40,3,1182.3
202202,4029,5105,Ocretiva,1,0,224.0,0,30,2,551.6
202203,4029,5105,Ocretiva,2,0,227.0,0,2,3,904.3
202204,4029,5105,Ocretiva,4,0,497.0,0,63,9,1847.3
202205,4029,5105,Ocretiva,1,0,39.0,0,37,3,385.1
202206,4029,5105,Ocretiva,1,0,279.0,0,17,1,601.1
202207,4029,5105,Ocretiva,3,0,312.0,0,0,6,1330.8
202208,4029,5105,Ocretiva,3,0,334.0,1,43,11,5550.6
202209,4029,5105,Ocretiva,0,0,11.0,0,63,0,9.9
202210,4029,5105,Ocretiva,3,0,455.0,0,25,9,1459.5
202211,4029,5105,Ocretiva,2,0,255.0,0,17,1,929.5
202212,4029,5105,Ocretiva,1,0,29.0,0,37,4,376.1
202301,4029,5105,Ocretiva,3,0,397.0,0,36,4,1407.3
202302,4029,5105,Ocretiva,1,0,188.0,0,0,2,519.2
202303,4029,5105,Ocretiva,5,0,1004.0,0,49,11,2653.6
202304,4029,5105,Ocretiva,2,0,326.0,0,0,3,993.4
202305,4029,5105,Ocretiva,3,0,453.0,0,25,4,1457.7
202306,4029,5105,Ocretiva,0,0,33.0,0,32,1,29.7
202307,4029,5105,Ocretiva,4,0,628.0,0,29,11,1965.2
202308,4029,5105,Ocretiva,2,0,205.0,0,17,7,884.5
202309,4029,5105,Ocretiva,3,0,362.0,0,42,3,1375.8
202310,4029,5105,Ocretiva,1,0,35.0,0,50,1,381.5
202311,4029,5105,Ocretiva,0,0,0.0,0,12,0,0.0
202312,4029,5105,Ocretiva,3,0,345.0,0,29,7,1360.5
202401,4029,5105,Ocretiva,2,0,108.0,0,37,8,797.2
202402,4029,5105,Ocretiva,3,0,501.0,0,10,6,1500.9
202403,4029,5105,Ocretiva,3,0,392.0,0,4,7,1402.8
202404,4029,5105,Ocretiva,2,0,363.0,0,49,5,1026.7
202405,4029,5105,Ocretiva,0,0,46.0,0,0,1,41.4
202406,4029,5105,Ocretiva,2,0,241.0,0,0,6,916.9
202407,4029,5105,Ocretiva,3,0,372.0,0,30,10,1384.8
202408,4029,5105,Ocretiva,0,0,3.0,0,13,0,2.7
202409,4029,5105,Ocretiva,5,0,284.0,0,50,13,2005.6
202410,4029,5105,Ocretiva,2,0,123.0,0,5,4,810.7
202411,4029,5105,Ocretiva,1,0,69.0,1,0,1,4612.1
202412,4029,5105,Ocretiva,2,0,312.0,0,0,2,980.8
202501,4029,5105,Ocretiva,0,0,37.0,0,0,0,33.3
202502,4029,5105,Ocretiva,2,0,,0,18,5,891.7
202503,4029,5105,Ocretiva,2,0,147.0,0,1,6,832.3
202504,4029,5105,Ocretiva,1,0,85.0,0,3,2,426.5
202505,4029,5105,Ocretiva,3,0,195.0,0,49,5,1225.5
202506,4029,5105,Ocretiva,0,0,0.0,0,0,0,0.0
202101,4030,5105,Ocretiva,2,0,161.0,0,8,3,844.9
202102,4030,5105,Ocretiva,2,0,295.0,1,28,2,5165.5
202103,4030,5105,Ocretiva,4,0,523.0,0,0,9,1870.7
202104,4030,5105,Ocretiva,4,0,298.0,0,19,7,1668.2
202105,4030,5105,Ocretiva,2,0,228.0,0,5,6,905.2
202106,4030,5105,Ocretiva,2,0,166.0,0,29,2,849.4
202107,4030,5105,Ocretiva,4,0,583.0,0,55,8,1924.7
202108,4030,5105,Ocretiva,4,0,506.0,0,20,9,1855.4
202109,4030,5105,Ocretiva,2,0,211.0,0,27,4,889.9
202110,4030,5105,Ocretiva,0,0,0.0,0,0,0,0.0
202111,4030,5105,Ocretiva,0,0,0.0,0,0,0,0.0
