date_year_month,ecosystem_id,product_brand_id,product_brand_name,pct_lives_covered,pct_preferred,pct_prior_auth_required,pct_step_edit_required,commercial_lives_share,indication_adjusted_lives
202407,4005,5104,Bevagen,0.7207,0.6115,0.6161,0.4255,0.458,15033.0
202408,4005,5104,Bevagen,0.7207,0.6304,0.5212,0.0043,0.458,15792.0
202409,4005,5104,Bevagen,0.7207,0.4873,0.5036,0.1323,0.458,20019.0
202410,4005,5104,Bevagen,0.7419,0.6129,0.5184,0.1624,0.458,23297.0
202411,4005,5104,Bevagen,0.7419,0.5827,0.7036,0.3719,0.458,23483.0
202412,4005,5104,Bevagen,0.7419,0.6438,0.6837,0.2912,0.458,18575.0
202501,4005,5104,Bevagen,0.7021,0.5003,0.4843,0.2913,0.458,15752.0
202502,4005,5104,Bevagen,0.7021,0.4921,0.2716,0.3469,0.458,18018.0
202503,4005,5104,Bevagen,0.7021,0.5926,0.2986,0.2124,0.458,15102.0
202504,4005,5104,Bevagen,0.7245,0.5907,0.3012,0.2064,0.458,12178.0
202505,4005,5104,Bevagen,0.7245,0.5701,0.4443,0.3068,0.458,8403.0
202506,4005,5104,Bevagen,0.7245,0.5754,0.3565,0.3604,0.458,23618.0
202101,4006,5104,Bevagen,0.6662,0.4672,0.5024,0.1858,0.5541,12160.0
202102,4006,5104,Bevagen,0.6662,0.4197,0.4121,0.2605,0.5541,8850.0
202103,4006,5104,Bevagen,0.6662,0.5356,0.3235,0.5161,0.5541,9572.0
202104,4006,5104,Bevagen,0.656,0.4689,0.3021,0.4008,0.5541,9030.0
202105,4006,5104,Bevagen,0.656,0.5962,0.5786,0.1775,0.5541,10826.0
202106,4006,5104,Bevagen,0.656,0.5749,0.5258,0.1766,0.5541,5388.0
202107,4006,5104,Bevagen,0.6494,0.4242,0.4415,0.1119,0.5541,13066.0
202108,4006,5104,Bevagen,0.6494,0.4082,0.4367,0.2606,0.5541,12326.0
202109,4006,5104,Bevagen,0.6494,0.5009,0.5138,0.3011,0.5541,5466.0
202110,4006,5104,Bevagen,0.6536,0.4639,0.2533,0.3236,0.5541,13477.0
202111,4006,5104,Bevagen,0.6536,0.5705,0.4125,0.4673,0.5541,7893.0
202112,4006,5104,Bevagen,0.6536,0.4355,0.4706,0.2376,0.5541,7357.0
202201,4006,5104,Bevagen,0.677,0.49,0.4793,0.0886,0.5541,16241.0
202202,4006,5104,Bevagen,0.677,0.523,0.4839,0.227,0.5541,9219.0
202203,4006,5104,Bevagen,0.677,0.4329,0.6298,0.1437,0.5541,11403.0
202204,4006,5104,Bevagen,0.6682,0.4889,0.4668,0.0383,0.5541,11106.0
202205,4006,5104,Bevagen,0.6682,0.4275,0.4778,0.1852,0.5541,15304.0
202206,4006,5104,Bevagen,0.6682,0.5283,0.265,,0.5541,6211.0
202207,4006,5104,Bevagen,0.7188,0.6396,0.534,0.3486,0.5541,16428.0
202208,4006,5104,Bevagen,0.7188,0.6257,0.4628,0.2799,0.5541,16826.0
202209,4006,5104,Bevagen,0.7188,0.654,0.222,0.0539,0.5541,16070.0
202210,4006,5104,Bevagen,0.7262,0.5333,0.3935,0.1006,0.5541,8400.0
202211,4006,5104,Bevagen,0.7262,0.486,0.6645,0.132,0.5541,9234.0
202212,4006,5104,Bevagen,0.7262,0.5704,0.2747,0.254,0.5541,11279.0
202301,4006,5104,Bevagen,0.7005,0.5211,0.4538,0.3406,0.5541,12529.0
202302,4006,5104,Bevagen,0.7005,0.5554,0.5429,0.2586,0.5541,8636.0
202303,4006,5104,Bevagen,0.7005,0.5162,0.5336,0.2398,0.5541,12008.0
202304,4006,5104,Bevagen,0.6528,0.4098,0.397,0.1607,0.5541,8872.0
202305,4006,5104,Bevagen,0.6528,0.5168,0.3344,0.2594,0.5541,6117.0
202306,4006,5104,Bevagen,0.6528,0.4383,0.6227,0.2772,0.5541,8926.0
202307,4006,5104,Bevagen,0.6661,0.5628,0.7311,0.002,0.5541,10612.0
202308,4006,5104,Bevagen,0.6661,0.5925,0.5405,0.3597,0.5541,8003.0
202309,4006,5104,Bevagen,0.6661,0.4953,0.4722,0.2258,0.5541,5900.0
202310,4006,5104,Bevagen,0.6734,0.5018,0.5106,0.201,0.5541,9104.0
202311,4006,5104,Bevagen,0.6734,0.6008,0.3131,0.392,0.5541,6003.0
202312,4006,5104,Bevagen,0.6734,0.5618,0.542,0.2591,0.5541,6776.0
202401,4006,5104,Bevagen,0.7101,0.5873,0.6243,,0.5541,8266.0
202402,4006,5104,Bevagen,0.7101,0.4792,0.3543,0.019,0.5541,12121.0
202403,4006,5104,Bevagen,0.7101,0.6172,0.3071,0.234,0.5541,12954.0
202404,4006,5104,Bevagen,0.7366,0.5797,0.5145,0.0,0.5541,12618.0
202405,4006,5104,Bevagen,0.7366,0.5305,0.4274,0.1821,0.5541,10579.0
202406,4006,5104,Bevagen,0.7366,0.5427,0.0,0.4168,0.5541,8938.0
202407,4006,5104,Bevagen,0.7285,0.5738,0.3153,0.2431,0.5541,13093.0
202408,4006,5104,Bevagen,0.7285,0.4878,0.5834,0.3077,0.5541,
202409,4006,5104,Bevagen,0.7285,0.4941,0.4794,0.4151,0.5541,13280.0
202410,4006,5104,Bevagen,0.7184,0.5849,0.3206,,0.5541,12075.0
202411,4006,5104,Bevagen,0.7184,0.4925,0.1517,0.0,0.5541,13547.0
202412,4006,5104,Bevagen,0.7184,0.5779,0.5191,0.1927,0.5541,7739.0
202501,4006,5104,Bevagen,0.7457,0.5677,0.3489,0.0837,0.5541,10721.0
202502,4006,5104,Bevagen,0.7457,0.5726,0.5018,0.4303,0.5541,17382.0
202503,4006,5104,Bevagen,0.7457,0.667,0.3938,0.339,0.5541,13235.0
202504,4006,5104,Bevagen,0.7381,0.5999,0.408,0.0942,0.5541,6516.0
202505,4006,5104,Bevagen,0.7381,0.6756,0.4985,0.3086,0.5541,9307.0
202506,4006,5104,Bevagen,0.7381,0.5302,0.514,0.3704,0.5541,12844.0
202101,4007,5104,Bevagen,0.5926,0.42,0.2946,0.2773,0.4626,22643.0
202102,4007,5104,Bevagen,0.5926,0.3892,,0.1263,0.4626,28755.0
202103,4007,5104,Bevagen,0.5926,0.3648,,0.265,0.4626,30057.0
202104,4007,5104,Bevagen,0.5995,0.4744,,0.1198,0.4626,22188.0
202105,4007,5104,Bevagen,0.5995,0.3634,0.2413,0.2375,0.4626,31036.0
202106,4007,5104,Bevagen,0.5995,0.5296,0.3795,0.2216,0.4626,34984.0
202107,4007,5104,Bevagen,0.5971,0.5295,0.5981,0.1697,0.4626,12507.0
202108,4007,5104,Bevagen,0.5971,0.519,0.459,0.145,0.4626,25338.0
202109,4007,5104,Bevagen,0.5971,0.4101,0.4126,0.3625,0.4626,31813.0
202110,4007,5104,Bevagen,0.6114,0.5043,0.6193,0.0917,0.4626,36817.0
202111,4007,5104,Bevagen,0.6114,0.4402,0.3794,0.5189,0.4626,29973.0
202112,4007,5104,Bevagen,0.6114,0.5605,0.5207,0.2247,0.4626,37059.0
202201,4007,5104,Bevagen,0.5842,0.4441,0.4911,0.2985,0.4626,30895.0
202202,4007,5104,Bevagen,0.5842,0.4932,0.5455,0.3095,0.4626,24498.0
202203,4007,5104,Bevagen,0.5842,0.4876,,0.3103,0.4626,24433.0
202204,4007,5104,Bevagen,0.5621,0.4691,0.4622,0.2413,0.4626,13803.0
202205,4007,5104,Bevagen,0.5621,0.437,0.3451,0.4909,0.4626,26261.0
202206,4007,5104,Bevagen,0.5621,0.4506,0.355,0.312,0.4626,14794.0
202207,4007,5104,Bevagen,0.5505,0.467,0.5296,0.0839,0.4626,
202208,4007,5104,Bevagen,0.5505,0.3226,0.2866,0.091,0.4626,21498.0
202209,4007,5104,Bevagen,0.5505,0.4497,0.3032,0.1232,0.4626,12213.0
202210,4007,5104,Bevagen,0.5548,0.4175,0.3497,0.2534,0.4626,30575.0
202211,4007,5104,Bevagen,0.5548,0.4718,,0.1772,0.4626,14605.0
202212,4007,5104,Bevagen,0.5548,0.4087,0.6368,0.2114,0.4626,24266.0
202301,4007,5104,Bevagen,0.5655,0.4694,0.4298,0.1845,0.4626,24360.0
202302,4007,5104,Bevagen,0.5655,0.3835,0.6459,0.1445,0.4626,31192.0
202303,4007,5104,Bevagen,0.5655,0.3491,0.4054,0.0429,0.4626,25680.0
202304,4007,5104,Bevagen,0.5913,0.3741,0.3103,0.3201,0.4626,15670.0
202305,4007,5104,Bevagen,0.5913,0.3739,0.1238,0.1042,0.4626,13089.0
202306,4007,5104,Bevagen,0.5913,0.3733,0.5949,0.1709,0.4626,36321.0
202307,4007,5104,Bevagen,0.611,0.4197,0.239,0.2503,0.4626,
202308,4007,5104,Bevagen,0.611,0.5398,0.4149,0.3992,0.4626,23052.0
202309,4007,5104,Bevagen,0.611,0.5439,0.5315,0.1577,0.4626,23947.0
202310,4007,5104,Bevagen,0.6268,0.5325,0.5202,0.0455,0.4626,26951.0
202311,4007,5104,Bevagen,0.6268,0.5242,0.5518,0.2324,0.4626,25074.0
202312,4007,5104,Bevagen,0.6268,0.4252,0.2442,0.3257,0.4626,
202401,4007,5104,Bevagen,0.6361,0.4861,0.4836,0.299,0.4626,24493.0
202402,4007,5104,Bevagen,0.6361,0.5701,0.6542,0.0204,0.4626,22352.0
202403,4007,5104,Bevagen,0.6361,0.5371,0.6163,0.2198,0.4626,26579.0
202404,4007,5104,Bevagen,0.621,0.4519,0.2251,0.3045,0.4626,28989.0
202405,4007,5104,Bevagen,0.621,0.3942,0.3247,0.3172,0.4626,17009.0
202406,4007,5104,Bevagen,0.621,0.482,,0.5811,0.4626,32639.0
202407,4007,5104,Bevagen,0.6537,0.5499,0.5792,0.4133,0.4626,38627.0
202408,4007,5104,Bevagen,0.6537,0.5829,0.528,0.1871,0.4626,28977.0
202409,4007,5104,Bevagen,0.6537,0.5403,0.0393,,0.4626,39458.0
202410,4007,5104,Bevagen,0.6684,0.5138,0.7622,0.1895,0.4626,40624.0
202411,4007,5104,Bevagen,0.6684,0.5719,0.2951,0.3101,0.4626,26137.0
202412,4007,5104,Bevagen,0.6684,0.6128,0.4311,0.0,0.4626,28454.0
202501,4007,5104,Bevagen,0.7034,0.5785,0.3274,0.333,0.4626,18331.0
202502,4007,5104,Bevagen,0.7034,0.6109,,0.2389,0.4626,20924.0
202503,4007,5104,Bevagen,0.7034,0.5388,0.4546,0.1852,0.4626,38148.0
202504,4007,5104,Bevagen,0.7439,0.6014,0.6365,0.387,0.4626,46222.0
202505,4007,5104,Bevagen,0.7439,0.4955,0.5516,0.4833,0.4626,30269.0
202506,4007,5104,Bevagen,0.7439,0.6406,0.4465,0.1396,0.4626,44301.0
202101,4008,5104,Bevagen,0.5634,0.4268,0.2475,0.397,0.4687,8586.0
202102,4008,5104,Bevagen,0.5634,0.3525,0.5352,0.349,0.4687,8718.0
202103,4008,5104,Bevagen,0.5634,0.3682,0.4851,0.3211,0.4687,7050.0
202104,4008,5104,Bevagen,0.5671,0.5067,0.2875,0.2122,0.4687,5206.0
202105,4008,5104,Bevagen,0.5671,0.409,0.7169,0.373,0.4687,4636.0
202106,4008,5104,Bevagen,0.5671,0.3299,0.6756,0.1761,0.4687,3507.0
202107,4008,5104,Bevagen,0.5888,0.3867,0.1895,0.1969,0.4687,6043.0
202108,4008,5104,Bevagen,0.5888,0.3483,0.4669,0.1273,0.4687,4199.0
202109,4008,5104,Bevagen,0.5888,0.5323,0.3755,0.2233,0.4687,9987.0
202110,4008,5104,Bevagen,0.6107,0.5462,0.3232,0.3783,0.4687,10713.0
202111,4008,5104,Bevagen,0.6107,0.5413,0.4696,0.487,0.4687,6939.0
202112,4008,5104,Bevagen,0.6107,0.4826,0.4808,0.0859,0.4687,10189.0
202201,4008,5104,Bevagen,0.5598,0.4403,0.6504,0.2016,0.4687,3900.0
202202,4008,5104,Bevagen,0.5598,0.4666,0.5112,,0.4687,6235.0
202203,4008,5104,Bevagen,0.5598,0.3777,0.4195,0.1842,0.4687,9389.0
202204,4008,5104,Bevagen,0.5809,0.3413,0.2381,,0.4687,8849.0
202205,4008,5104,Bevagen,0.5809,0.4242,0.4409,0.1552,0.4687,9175.0
202206,4008,5104,Bevagen,0.5809,0.4346,0.4374,0.391,0.4687,6566.0
202207,4008,5104,Bevagen,0.5828,0.4257,0.5908,0.2366,0.4687,6577.0
202208,4008,5104,Bevagen,0.5828,0.4951,0.4193,0.4177,0.4687,9415.0
202209,4008,5104,Bevagen,0.5828,0.4828,0.1389,0.1639,0.4687,8128.0
202210,4008,5104,Bevagen,0.5856,0.4092,0.4344,0.3261,0.4687,9882.0
202211,4008,5104,Bevagen,0.5856,0.4073,0.255,,0.4687,4229.0
202212,4008,5104,Bevagen,0.5856,0.3792,0.7251,0.3782,0.4687,9015.0
202301,4008,5104,Bevagen,0.5474,0.4406,0.5683,0.4599,0.4687,9579.0
202302,4008,5104,Bevagen,0.5474,0.4888,,0.3781,0.4687,5025.0
202303,4008,5104,Bevagen,0.5474,0.4388,0.3997,0.2468,0.4687,4167.0
202304,4008,5104,Bevagen,0.53,0.4436,0.4333,0.1809,0.4687,6363.0
202305,4008,5104,Bevagen,0.53,0.3217,0.4641,0.2545,0.4687,6171.0
202306,4008,5104,Bevagen,0.53,0.2918,0.2982,0.2055,0.4687,8840.0
202307,4008,5104,Bevagen,0.5127,0.3756,0.6025,0.092,0.4687,7142.0
202308,4008,5104,Bevagen,0.5127,0.3723,,0.3488,0.4687,6225.0
202309,4008,5104,Bevagen,0.5127,0.4561,0.3239,0.1689,0.4687,6613.0
202310,4008,5104,Bevagen,0.522,0.4376,0.3769,0.354,0.4687,5146.0
202311,4008,5104,Bevagen,0.522,0.3361,0.2558,0.0448,0.4687,8977.0
202312,4008,5104,Bevagen,0.522,0.4447,0.4091,0.248,0.4687,6209.0
202401,4008,5104,Bevagen,0.5394,0.3528,0.454,0.4215,0.4687,6425.0
202402,4008,5104,Bevagen,0.5394,0.3198,0.6169,0.2089,0.4687,6475.0
202403,4008,5104,Bevagen,0.5394,0.4446,0.3102,0.2995,0.4687,
202404,4008,5104,Bevagen,0.5373,0.3019,0.43,0.3433,0.4687,
202405,4008,5104,Bevagen,0.5373,0.3819,0.336,0.168,0.4687,4891.0
202406,4008,5104,Bevagen,0.5373,0.3244,,0.2945,0.4687,5332.0
202407,4008,5104,Bevagen,0.5416,0.4364,0.5976,0.2528,0.4687,9372.0
202408,4008,5104,Bevagen,0.5416,0.3672,0.3913,0.2878,0.4687,6974.0
202409,4008,5104,Bevagen,0.5416,0.3785,0.5962,0.0773,0.4687,3746.0
202410,4008,5104,Bevagen,0.5337,0.3563,0.5092,0.0,0.4687,3628.0
202411,4008,5104,Bevagen,0.5337,0.3864,0.2199,0.0,0.4687,7015.0
202412,4008,5104,Bevagen,0.5337,0.324,,0.3521,0.4687,6181.0
202501,4008,5104,Bevagen,0.5498,0.3922,0.3362,0.3168,0.4687,8931.0
202502,4008,5104,Bevagen,0.5498,0.3354,0.585,0.2176,0.4687,7217.0
202503,4008,5104,Bevagen,0.5498,0.3206,0.4664,0.288,0.4687,4489.0
202504,4008,5104,Bevagen,0.5423,0.4217,,0.1699,0.4687,4584.0
202505,4008,5104,Bevagen,0.5423,0.3564,0.5967,0.3298,0.4687,4354.0
202506,4008,5104,Bevagen,0.5423,0.3612,0.2318,0.2309,0.4687,7087.0
202101,4009,5104,Bevagen,0.6695,0.5209,0.3804,0.1495,0.6289,15445.0
202102,4009,5104,Bevagen,0.6695,0.4755,0.406,0.3439,0.6289,13318.0
202103,4009,5104,Bevagen,0.6695,0.5778,0.5398,0.1205,0.6289,7590.0
202104,4009,5104,Bevagen,0.6757,0.5402,0.3583,0.3867,0.6289,15649.0
202105,4009,5104,Bevagen,0.6757,0.6085,0.2909,0.2174,0.6289,
202106,4009,5104,Bevagen,0.6757,0.5305,0.5772,,0.6289,19226.0
202107,4009,5104,Bevagen,0.7076,0.591,0.5592,0.2896,0.6289,19202.0
202108,4009,5104,Bevagen,0.7076,0.5763,0.4336,0.145,0.6289,10226.0
202109,4009,5104,Bevagen,0.7076,0.6222,0.438,0.1842,0.6289,18132.0
202110,4009,5104,Bevagen,0.7539,0.5856,0.2813,0.1521,0.6289,18248.0
202111,4009,5104,Bevagen,0.7539,0.6798,0.4041,0.0832,0.6289,11690.0
202112,4009,5104,Bevagen,0.7539,0.5446,0.3158,0.4434,0.6289,18688.0
202201,4009,5104,Bevagen,0.7378,0.586,0.2424,0.1873,0.6289,11722.0
202202,4009,5104,Bevagen,0.7378,0.5967,0.2629,0.4546,0.6289,10085.0
202203,4009,5104,Bevagen,0.7378,0.6403,0.3967,0.378,0.6289,17625.0
202204,4009,5104,Bevagen,0.734,0.5287,,0.2573,0.6289,13583.0
202205,4009,5104,Bevagen,0.734,0.572,0.2065,0.0725,0.6289,19463.0
202206,4009,5104,Bevagen,0.734,0.591,0.5522,0.3471,0.6289,18862.0
202207,4009,5104,Bevagen,0.7596,0.5335,0.3853,0.1219,0.6289,17290.0
202208,4009,5104,Bevagen,0.7596,0.6118,0.2891,0.2612,0.6289,10051.0
202209,4009,5104,Bevagen,0.7596,0.5489,0.5217,0.2685,0.6289,12779.0
202210,4009,5104,Bevagen,0.7461,0.5957,0.547,0.3285,0.6289,17563.0
202211,4009,5104,Bevagen,0.7461,0.527,0.1545,0.3213,0.6289,17701.0
202212,4009,5104,Bevagen,0.7461,0.6368,0.5309,0.1175,0.6289,15548.0
202301,4009,5104,Bevagen,0.7478,0.6545,0.2645,0.4153,0.6289,17667.0
202302,4009,5104,Bevagen,0.7478,0.6972,0.7459,0.2074,0.6289,12411.0
202303,4009,5104,Bevagen,0.7478,0.6477,0.2891,0.0739,0.6289,14790.0
202304,4009,5104,Bevagen,0.7368,0.5026,0.3116,0.2536,0.6289,12845.0
202305,4009,5104,Bevagen,0.7368,0.6139,0.1842,0.1424,0.6289,12531.0
202306,4009,5104,Bevagen,0.7368,0.4872,0.6222,0.0676,0.6289,7876.0
202307,4009,5104,Bevagen,0.7407,0.5026,0.2756,0.1738,0.6289,7147.0
202308,4009,5104,Bevagen,0.7407,0.548,0.4033,,0.6289,10745.0
202309,4009,5104,Bevagen,0.7407,0.5904,0.3845,0.1283,0.6289,15002.0
202310,4009,5104,Bevagen,0.7696,0.5301,0.5812,0.2505,0.6289,11455.0
202311,4009,5104,Bevagen,0.7696,0.5672,0.5492,0.1024,0.6289,17823.0
202312,4009,5104,Bevagen,0.7696,0.5245,0.4106,0.3371,0.6289,10455.0
202401,4009,5104,Bevagen,0.7504,0.6306,0.4427,0.2194,0.6289,14504.0
202402,4009,5104,Bevagen,0.7504,0.5982,0.7038,0.1306,0.6289,16327.0
202403,4009,5104,Bevagen,0.7504,0.5503,0.1763,0.456,0.6289,8050.0
202404,4009,5104,Bevagen,0.7642,0.7142,0.5357,0.3832,0.6289,15128.0
202405,4009,5104,Bevagen,0.7642,0.5799,0.1479,0.2752,0.6289,11151.0
202406,4009,5104,Bevagen,0.7642,0.6736,0.4521,0.55,0.6289,14601.0
202407,4009,5104,Bevagen,0.7894,0.6366,0.1012,0.1211,0.6289,21936.0
202408,4009,5104,Bevagen,0.7894,0.7301,0.4296,0.2357,0.6289,14196.0
202409,4009,5104,Bevagen,0.7894,0.6707,0.4961,0.2306,0.6289,8367.0
202410,4009,5104,Bevagen,0.7669,0.5373,0.512,0.4045,0.6289,17681.0
202411,4009,5104,Bevagen,0.7669,0.6016,0.4686,0.3515,0.6289,17208.0
202412,4009,5104,Bevagen,0.7669,0.7008,0.3382,0.1639,0.6289,17675.0
202501,4009,5104,Bevagen,0.7462,0.5108,0.5504,0.0956,0.6289,10763.0
202502,4009,5104,Bevagen,0.7462,0.6589,0.2386,0.3509,0.6289,20405.0
202503,4009,5104,Bevagen,0.7462,0.6323,0.7377,0.3901,0.6289,10391.0
202504,4009,5104,Bevagen,0.7177,0.5229,,0.3716,0.6289,8718.0
202505,4009,5104,Bevagen,0.7177,0.625,0.479,0.0901,0.6289,13418.0
202506,4009,5104,Bevagen,0.7177,0.5692,0.442,0.4145,0.6289,20182.0
202101,4010,5104,Bevagen,0.6673,0.5529,0.1556,0.2482,0.5774,9817.0
202102,4010,5104,Bevagen,0.6673,0.4486,0.8507,0.3529,0.5774,12506.0
202103,4010,5104,Bevagen,0.6673,0.4953,0.2606,0.2368,0.5774,7583.0
202104,4010,5104,Bevagen,0.6638,0.545,0.6201,0.4274,0.5774,13221.0
202105,4010,5104,Bevagen,0.6638,0.4831,0.583,0.2233,0.5774,15830.0
202106,4010,5104,Bevagen,0.6638,0.5471,0.6813,0.1832,0.5774,14751.0
202107,4010,5104,Bevagen,0.6618,0.5681,0.4488,0.1526,0.5774,11063.0
202108,4010,5104,Bevagen,0.6618,0.5438,0.4259,0.2057,0.5774,6725.0
202109,4010,5104,Bevagen,0.6618,0.5852,0.4282,,0.5774,15381.0
202110,4010,5104,Bevagen,0.6981,0.4778,0.2316,0.201,0.5774,16189.0
202111,4010,5104,Bevagen,0.6981,0.5192,0.4385,0.4163,0.5774,8648.0
202112,4010,5104,Bevagen,0.6981,0.5128,0.2507,0.1163,0.5774,17622.0
202201,4010,5104,Bevagen,0.7162,0.5428,0.6154,0.4633,0.5774,15137.0
202202,4010,5104,Bevagen,0.7162,0.5145,0.6339,0.2847,0.5774,17788.0
202203,4010,5104,Bevagen,0.7162,0.4858,0.6465,0.1688,0.5774,9589.0
202204,4010,5104,Bevagen,0.7055,0.6287,0.6163,0.1505,0.5774,14483.0
202205,4010,5104,Bevagen,0.7055,0.5289,0.5623,0.0609,0.5774,12675.0
202206,4010,5104,Bevagen,0.7055,0.6233,0.4591,0.2516,0.5774,15650.0
202207,4010,5104,Bevagen,0.7125,0.536,0.5369,0.4437,0.5774,11895.0
202208,4010,5104,Bevagen,0.7125,0.5374,0.3186,0.4626,0.5774,
202209,4010,5104,Bevagen,0.7125,0.5335,0.5457,0.3198,0.5774,7109.0
202210,4010,5104,Bevagen,0.731,0.6125,0.1735,0.3346,0.5774,14251.0
202211,4010,5104,Bevagen,0.731,0.5555,0.5439,0.368,0.5774,15489.0
202212,4010,5104,Bevagen,0.731,0.6176,0.3501,0.4721,0.5774,15818.0
202301,4010,5104,Bevagen,0.7491,0.5192,0.3865,0.0823,0.5774,16983.0
202302,4010,5104,Bevagen,0.7491,0.6958,0.6087,0.4233,0.5774,13039.0
202303,4010,5104,Bevagen,0.7491,0.6338,0.5733,0.2706,0.5774,13604.0
202304,4010,5104,Bevagen,0.7592,0.5734,0.3233,0.1241,0.5774,7952.0
202305,4010,5104,Bevagen,0.7592,0.5338,0.2625,,0.5774,12090.0
202306,4010,5104,Bevagen,0.7592,0.6021,0.3441,0.2938,0.5774,11014.0
202307,4010,5104,Bevagen,0.7811,0.584,0.7818,0.2509,0.5774,19506.0
202308,4010,5104,Bevagen,0.7811,0.7198,0.2635,0.1552,0.5774,10246.0
202309,4010,5104,Bevagen,0.7811,0.5916,0.575,0.2997,0.5774,16237.0
202310,4010,5104,Bevagen,0.7628,0.5327,0.2047,0.2319,0.5774,14691.0
202311,4010,5104,Bevagen,0.7628,0.7051,0.6883,0.4171,0.5774,15262.0
202312,4010,5104,Bevagen,0.7628,0.609,0.4278,0.2596,0.5774,13242.0
202401,4010,5104,Bevagen,0.747,0.5602,0.2375,0.2065,0.5774,14776.0
202402,4010,5104,Bevagen,0.747,0.6787,0.5585,0.2265,0.5774,14089.0
202403,4010,5104,Bevagen,0.747,0.5005,0.3969,0.3664,0.5774,11876.0
202404,4010,5104,Bevagen,0.7651,0.5695,0.583,0.1016,0.5774,7514.0
202405,4010,5104,Bevagen,0.7651,0.6303,0.436,0.254,0.5774,16661.0
202406,4010,5104,Bevagen,0.7651,0.6846,0.4431,0.048,0.5774,15017.0
202407,4010,5104,Bevagen,0.7537,0.5781,0.6413,0.3065,0.5774,17251.0
202408,4010,5104,Bevagen,0.7537,0.6769,0.419,0.4799,0.5774,8847.0
202409,4010,5104,Bevagen,0.7537,0.5369,0.4536,0.2074,0.5774,13492.0
202410,4010,5104,Bevagen,0.7429,0.637,0.4508,0.1846,0.5774,15594.0
202411,4010,5104,Bevagen,0.7429,0.5234,0.6289,0.4523,0.5774,12742.0
202412,4010,5104,Bevagen,0.7429,0.6697,0.4446,0.2991,0.5774,18848.0
202501,4010,5104,Bevagen,0.7539,0.584,0.3058,0.2317,0.5774,11623.0
202502,4010,5104,Bevagen,0.7539,0.5884,0.2052,0.2451,0.5774,15941.0
202503,4010,5104,Bevagen,0.7539,0.6866,0.1378,0.1782,0.5774,11260.0
202504,4010,5104,Bevagen,0.7779,0.6643,0.2171,0.2289,0.5774,19360.0
202505,4010,5104,Bevagen,0.7779,0.5613,0.5406,0.1171,0.5774,14003.0
202506,4010,5104,Bevagen,0.7779,0.7226,0.7073,0.2437,0.5774,15051.0
202101,4011,5104,Bevagen,0.5644,0.4298,0.4593,,0.3795,
202102,4011,5104,Bevagen,0.5644,0.336,0.7028,0.169,0.3795,8391.0
202103,4011,5104,Bevagen,0.5644,0.3231,0.6927,0.2356,0.3795,9508.0
202104,4011,5104,Bevagen,0.5669,0.3624,0.4045,0.0145,0.3795,22391.0
202105,4011,5104,Bevagen,0.5669,0.4554,0.7049,0.2902,0.3795,14383.0
202106,4011,5104,Bevagen,0.5669,0.4278,0.4114,0.1169,0.3795,16200.0
202107,4011,5104,Bevagen,0.5482,0.4775,0.6325,0.2737,0.3795,18349.0
202108,4011,5104,Bevagen,0.5482,0.3824,0.331,0.2732,0.3795,18968.0
202109,4011,5104,Bevagen,0.5482,0.3532,0.3206,0.2907,0.3795,20266.0
202110,4011,5104,Bevagen,0.5427,0.3595,,0.4015,0.3795,11639.0
202111,4011,5104,Bevagen,0.5427,0.3533,0.5986,0.2495,0.3795,18522.0
202112,4011,5104,Bevagen,0.5427,0.3049,0.7685,0.1297,0.3795,12351.0
202201,4011,5104,Bevagen,0.5533,0.4329,0.2669,0.2316,0.3795,
202202,4011,5104,Bevagen,0.5533,0.417,0.4985,0.2114,0.3795,
202203,4011,5104,Bevagen,0.5533,0.3472,0.1076,0.4274,0.3795,8412.0
202204,4011,5104,Bevagen,0.5714,0.4129,0.6747,0.2583,0.3795,8695.0
202205,4011,5104,Bevagen,0.5714,0.3343,0.1195,0.2533,0.3795,23531.0
202206,4011,5104,Bevagen,0.5714,0.3471,0.2558,0.4173,0.3795,12708.0
202207,4011,5104,Bevagen,0.558,0.3703,0.7611,0.3011,0.3795,8174.0
202208,4011,5104,Bevagen,0.558,0.4877,0.2497,0.092,0.3795,9666.0
202209,4011,5104,Bevagen,0.558,0.484,0.1032,0.1975,0.3795,16391.0
202210,4011,5104,Bevagen,0.5606,0.426,0.6376,0.4154,0.3795,8159.0
202211,4011,5104,Bevagen,0.5606,0.5089,0.2692,0.1862,0.3795,11368.0
202212,4011,5104,Bevagen,0.5606,0.4814,0.5917,0.3004,0.3795,18270.0
202301,4011,5104,Bevagen,0.5771,0.4396,0.4696,0.1558,0.3795,18039.0
202302,4011,5104,Bevagen,0.5771,0.4362,0.4683,0.1128,0.3795,21691.0
202303,4011,5104,Bevagen,0.5771,0.3981,0.4413,0.2451,0.3795,10888.0
202304,4011,5104,Bevagen,0.5874,0.4633,0.0972,0.2319,0.3795,
202305,4011,5104,Bevagen,0.5874,0.4223,0.4899,0.2773,0.3795,22212.0
202306,4011,5104,Bevagen,0.5874,0.4514,0.5649,0.266,0.3795,8411.0
202307,4011,5104,Bevagen,0.5948,0.5419,0.3858,0.3373,0.3795,23783.0
202308,4011,5104,Bevagen,0.5948,0.4132,0.5681,0.2336,0.3795,15013.0
202309,4011,5104,Bevagen,0.5948,0.5272,0.8726,0.3433,0.3795,12155.0
