date_year_month,product_brand_id,product_brand_name,list_wac_per_unit,gross_to_net_ratio,effective_net_price_per_unit
202406,5110,Factyra,2782.0,0.734,2042.03
202407,5110,Factyra,2786.6,0.7123,1985.01
202408,5110,Factyra,2791.2,0.7255,2024.96
202409,5110,Factyra,2795.81,0.7076,1978.36
202410,5110,Factyra,2800.43,0.7291,2041.82
202411,5110,Factyra,2805.05,0.7079,1985.71
202412,5110,Factyra,2809.68,0.7194,2021.22
202501,5110,Factyra,2814.32,0.7241,2037.84
202502,5110,Factyra,2818.97,0.7355,2073.37
202503,5110,Factyra,2823.63,0.7162,2022.4
202504,5110,Factyra,2828.29,0.7183,2031.47
202505,5110,Factyra,2832.96,0.7236,2050.02
202506,5110,Factyra,2837.64,0.7134,2024.43
202101,5111,Advanta8,2900.0,0.7085,2054.66
202102,5111,Advanta8,2904.79,0.7129,2070.78
202103,5111,Advanta8,2909.59,0.7058,2053.64
202104,5111,Advanta8,2914.39,0.7205,2099.8
202105,5111,Advanta8,2919.21,0.7045,2056.65
202106,5111,Advanta8,2924.03,0.7076,2068.92
202107,5111,Advanta8,2928.86,0.7083,2074.51
202108,5111,Advanta8,2933.69,0.7048,2067.68
202109,5111,Advanta8,2938.54,0.7062,2075.09
202110,5111,Advanta8,2943.39,0.6943,2043.53
202111,5111,Advanta8,2948.25,0.7046,2077.27
202112,5111,Advanta8,2953.12,0.7129,2105.17
202201,5111,Advanta8,2958.0,0.7041,2082.63
202202,5111,Advanta8,2962.89,0.704,2085.87
202203,5111,Advanta8,2967.78,0.7078,2100.74
202204,5111,Advanta8,2972.68,0.7032,2090.53
202205,5111,Advanta8,2977.59,0.7081,2108.36
202206,5111,Advanta8,2982.51,0.7041,2099.89
202207,5111,Advanta8,2987.43,0.7031,2100.44
202208,5111,Advanta8,2992.37,0.7041,2106.86
202209,5111,Advanta8,2997.31,0.723,2167.07
202210,5111,Advanta8,3002.26,0.713,2140.69
202211,5111,Advanta8,3007.22,0.7103,2136.1
202212,5111,Advanta8,3012.19,0.706,2126.6
202301,5111,Advanta8,3017.16,0.7115,2146.62
202302,5111,Advanta8,3022.14,0.7099,2145.55
202303,5111,Advanta8,3027.13,0.7276,2202.45
202304,5111,Advanta8,3032.13,0.7162,2171.52
202305,5111,Advanta8,3037.14,0.7007,2128.1
202306,5111,Advanta8,3042.16,0.7056,2146.51
202307,5111,Advanta8,3047.18,0.7026,2140.9
202308,5111,Advanta8,3052.21,0.7128,2175.62
202309,5111,Advanta8,3057.26,0.7091,2167.9
202310,5111,Advanta8,3062.31,0.7095,2172.84
202311,5111,Advanta8,3067.36,0.7072,2169.16
202312,5111,Advanta8,3072.43,0.7137,2192.73
202401,5111,Advanta8,3077.5,0.72,2215.9
202402,5111,Advanta8,3082.59,0.7112,2192.27
202403,5111,Advanta8,3087.68,0.7129,2201.34
202404,5111,Advanta8,3092.78,0.7152,2211.87
202405,5111,Advanta8,3097.88,0.7074,2191.36
202406,5111,Advanta8,3103.0,0.7139,2215.26
202407,5111,Advanta8,3108.13,0.7055,2192.88
202408,5111,Advanta8,3113.26,0.7115,2215.08
202409,5111,Advanta8,3118.4,0.7115,2218.85
202410,5111,Advanta8,3123.55,0.7175,2241.15
202411,5111,Advanta8,3128.71,0.7191,2249.73
202412,5111,Advanta8,3133.88,0.7121,2231.68
202501,5111,Advanta8,3139.05,0.7039,2209.5
202502,5111,Advanta8,3144.24,0.7028,2209.92
202503,5111,Advanta8,3149.43,0.7094,2234.05
202504,5111,Advanta8,3154.63,0.707,2230.23
202505,5111,Advanta8,3159.84,0.7147,2258.46
202506,5111,Advanta8,3165.06,0.7069,2237.3
202101,5112,Xolarin,1450.0,0.6964,1009.75
202102,5112,Xolarin,1452.39,0.6882,999.57
202103,5112,Xolarin,1454.79,0.6843,995.49
202104,5112,Xolarin,1457.2,0.6984,1017.77
202105,5112,Xolarin,1459.6,0.689,1005.65
202106,5112,Xolarin,1462.01,0.6775,990.56
202107,5112,Xolarin,1464.43,0.6785,993.56
202108,5112,Xolarin,1466.85,0.6858,1005.93
202109,5112,Xolarin,1469.27,0.6847,1006.06
202110,5112,Xolarin,1471.7,0.6938,1021.07
202111,5112,Xolarin,1474.13,0.6874,1013.3
202112,5112,Xolarin,1476.56,0.6937,1024.24
202201,5112,Xolarin,1479.0,0.7128,1054.18
202202,5112,Xolarin,1481.44,0.686,1016.29
202203,5112,Xolarin,1483.89,0.6835,1014.19
202204,5112,Xolarin,1486.34,0.6939,1031.31
202205,5112,Xolarin,1488.79,0.6885,1025.02
202206,5112,Xolarin,1491.25,0.6926,1032.81
202207,5112,Xolarin,1493.72,0.695,1038.13
202208,5112,Xolarin,1496.18,0.6886,1030.33
202209,5112,Xolarin,1498.65,0.6933,1038.94
202210,5112,Xolarin,1501.13,0.6877,1032.27
202211,5112,Xolarin,1503.61,0.6814,1024.57
202212,5112,Xolarin,1506.09,0.6934,1044.33
202301,5112,Xolarin,1508.58,0.6944,1047.5
202302,5112,Xolarin,1511.07,0.6932,1047.43
202303,5112,Xolarin,1513.57,0.6897,1043.84
202304,5112,Xolarin,1516.07,0.6885,1043.78
202305,5112,Xolarin,1518.57,0.6926,1051.81
202306,5112,Xolarin,1521.08,0.6918,1052.23
202307,5112,Xolarin,1523.59,0.6921,1054.43
202308,5112,Xolarin,1526.11,0.6873,1048.84
202309,5112,Xolarin,1528.63,0.6907,1055.83
202310,5112,Xolarin,1531.15,0.6836,1046.77
202311,5112,Xolarin,1533.68,0.6896,1057.68
202312,5112,Xolarin,1536.21,0.6851,1052.52
202401,5112,Xolarin,1538.75,0.6821,1049.6
202402,5112,Xolarin,1541.29,0.6974,1074.92
202403,5112,Xolarin,1543.84,0.691,1066.85
202404,5112,Xolarin,1546.39,0.6836,1057.06
202405,5112,Xolarin,1548.94,0.6843,1059.95
202406,5112,Xolarin,1551.5,0.6994,1085.08
202407,5112,Xolarin,1554.06,0.6875,1068.35
202408,5112,Xolarin,1556.63,0.6854,1066.95
202409,5112,Xolarin,1559.2,0.6922,1079.2
202410,5112,Xolarin,1561.78,0.6876,1073.9
202411,5112,Xolarin,1564.36,0.6956,1088.13
202412,5112,Xolarin,1566.94,0.6947,1088.49
202501,5112,Xolarin,1569.53,0.6809,1068.68
202502,5112,Xolarin,1572.12,0.6848,1076.61
202503,5112,Xolarin,1574.72,0.7022,1105.83
202504,5112,Xolarin,1577.32,0.6932,1093.45
202505,5112,Xolarin,1579.92,0.6872,1085.73
202506,5112,Xolarin,1582.53,0.6897,1091.45
202101,5113,Dupixair,1600.0,0.676,1081.59
202102,5113,Dupixair,1602.64,0.678,1086.53
202103,5113,Dupixair,1605.29,0.6839,1097.9
202104,5113,Dupixair,1607.94,0.6751,1085.57
202105,5113,Dupixair,1610.6,0.6822,1098.68
202106,5113,Dupixair,1613.26,0.6818,1099.9
202107,5113,Dupixair,1615.92,0.6747,1090.2
202108,5113,Dupixair,1618.59,0.6807,1101.84
202109,5113,Dupixair,1621.26,0.692,1121.98
202110,5113,Dupixair,1623.94,0.67,1087.98
202111,5113,Dupixair,1626.62,0.675,1097.9
202112,5113,Dupixair,1629.31,0.6802,1108.18
202201,5113,Dupixair,1632.0,0.6799,1109.59
202202,5113,Dupixair,1634.7,0.6748,1103.04
202203,5113,Dupixair,1637.4,0.6788,1111.4
202204,5113,Dupixair,1640.1,0.6783,1112.51
202205,5113,Dupixair,1642.81,0.6832,1122.41
202206,5113,Dupixair,1645.52,0.6737,1108.65
202207,5113,Dupixair,1648.24,0.6904,1137.99
202208,5113,Dupixair,1650.96,0.6742,1113.09
202209,5113,Dupixair,1653.69,0.6769,1119.34
202210,5113,Dupixair,1656.42,0.6787,1124.15
202211,5113,Dupixair,1659.16,0.6663,1105.41
202212,5113,Dupixair,1661.9,0.6813,1132.28
202301,5113,Dupixair,1664.64,0.6851,1140.44
202302,5113,Dupixair,1667.39,0.6936,1156.53
202303,5113,Dupixair,1670.14,0.7045,1176.57
202304,5113,Dupixair,1672.9,0.682,1140.86
202305,5113,Dupixair,1675.66,0.6842,1146.43
202306,5113,Dupixair,1678.43,0.6826,1145.69
202307,5113,Dupixair,1681.2,0.6696,1125.74
202308,5113,Dupixair,1683.98,0.6818,1148.12
202309,5113,Dupixair,1686.76,0.6689,1128.3
202310,5113,Dupixair,1689.55,0.6813,1151.15
202311,5113,Dupixair,1692.34,0.6801,1151.02
202312,5113,Dupixair,1695.13,0.6773,1148.1
202401,5113,Dupixair,1697.93,0.6663,1131.27
202402,5113,Dupixair,1700.74,0.6721,1143.12
202403,5113,Dupixair,1703.55,0.6674,1136.98
202404,5113,Dupixair,1706.36,0.6867,1171.82
202405,5113,Dupixair,1709.18,0.6797,1161.74
202406,5113,Dupixair,1712.0,0.679,1162.48
202407,5113,Dupixair,1714.83,0.6804,1166.82
202408,5113,Dupixair,1717.66,0.667,1145.62
202409,5113,Dupixair,1720.5,0.6842,1177.13
202410,5113,Dupixair,1723.34,0.6736,1160.83
202411,5113,Dupixair,1726.18,0.678,1170.3
202412,5113,Dupixair,1729.04,0.6838,1182.28
202501,5113,Dupixair,1731.89,0.6803,1178.23
202502,5113,Dupixair,1734.75,0.6839,1186.38
202503,5113,Dupixair,1737.62,0.6647,1155.01
202504,5113,Dupixair,1740.49,0.6809,1185.13
202505,5113,Dupixair,1743.36,0.6753,1177.38
202506,5113,Dupixair,1746.24,0.6909,1206.55
202101,5114,Nucalzu,1500.0,0.7051,1057.65
202102,5114,Nucalzu,1502.48,0.7007,1052.84
202103,5114,Nucalzu,1504.96,0.6933,1043.38
202104,5114,Nucalzu,1507.44,0.7093,1069.2
202105,5114,Nucalzu,1509.93,0.6818,1029.4
202106,5114,Nucalzu,1512.43,0.693,1048.13
202107,5114,Nucalzu,1514.93,0.716,1084.66
202108,5114,Nucalzu,1517.43,0.7125,1081.09
202109,5114,Nucalzu,1519.93,0.6851,1041.36
202110,5114,Nucalzu,1522.44,0.7077,1077.43
202111,5114,Nucalzu,1524.96,0.7081,1079.87
202112,5114,Nucalzu,1527.48,0.7004,1069.9
202201,5114,Nucalzu,1530.0,0.7053,1079.12
202202,5114,Nucalzu,1532.53,0.7022,1076.07
202203,5114,Nucalzu,1535.06,0.7131,1094.68
202204,5114,Nucalzu,1537.59,0.7061,1085.69
202205,5114,Nucalzu,1540.13,0.7018,1080.92
202206,5114,Nucalzu,1542.68,0.6932,1069.31
202207,5114,Nucalzu,1545.22,0.7034,1086.92
202208,5114,Nucalzu,1547.78,0.7002,1083.78
202209,5114,Nucalzu,1550.33,0.7065,1095.37
202210,5114,Nucalzu,1552.89,0.6894,1070.5
202211,5114,Nucalzu,1555.46,0.6888,1071.47
202212,5114,Nucalzu,1558.03,0.6958,1084.07
202301,5114,Nucalzu,1560.6,0.6991,1091.08
202302,5114,Nucalzu,1563.18,0.6885,1076.23
202303,5114,Nucalzu,1565.76,0.6988,1094.1
202304,5114,Nucalzu,1568.35,0.7099,1113.35
202305,5114,Nucalzu,1570.94,0.7039,1105.85
202306,5114,Nucalzu,1573.53,0.6937,1091.55
202307,5114,Nucalzu,1576.13,0.6933,1092.68
202308,5114,Nucalzu,1578.73,0.7036,1110.73
202309,5114,Nucalzu,1581.34,0.7002,1107.26
202310,5114,Nucalzu,1583.95,0.7023,1112.43
202311,5114,Nucalzu,1586.57,0.6992,1109.37
202312,5114,Nucalzu,1589.19,0.7084,1125.78
202401,5114,Nucalzu,1591.81,0.7,1114.22
202402,5114,Nucalzu,1594.44,0.6997,1115.63
202403,5114,Nucalzu,1597.07,0.6998,1117.7
202404,5114,Nucalzu,1599.71,0.6902,1104.15
202405,5114,Nucalzu,1602.35,0.704,1128.1
202406,5114,Nucalzu,1605.0,0.6923,1111.12
202407,5114,Nucalzu,1607.65,0.7039,1131.65
202408,5114,Nucalzu,1610.31,0.7,1127.2
202409,5114,Nucalzu,1612.97,0.6986,1126.75
202410,5114,Nucalzu,1615.63,0.6985,1128.53
202411,5114,Nucalzu,1618.3,0.6923,1120.33
202412,5114,Nucalzu,1620.97,0.6963,1128.61
202501,5114,Nucalzu,1623.65,0.7058,1145.92
202502,5114,Nucalzu,1626.33,0.7002,1138.73
202503,5114,Nucalzu,1629.02,0.7001,1140.55
202504,5114,Nucalzu,1631.71,0.6883,1123.04
202505,5114,Nucalzu,1634.4,0.7083,1157.7
202506,5114,Nucalzu,1637.1,0.6922,1133.22
202101,5115,Fasenta,1400.0,0.7113,995.83
202102,5115,Fasenta,1402.31,0.7131,999.93
202103,5115,Fasenta,1404.63,0.6969,978.92
202104,5115,Fasenta,1406.95,0.7143,1005.05
202105,5115,Fasenta,1409.27,0.7178,1011.63
202106,5115,Fasenta,1411.6,0.7033,992.74
202107,5115,Fasenta,1413.93,0.7134,1008.64
202108,5115,Fasenta,1416.27,0.715,1012.63
202109,5115,Fasenta,1418.6,0.7124,1010.57
202110,5115,Fasenta,1420.95,0.7156,1016.78
202111,5115,Fasenta,1423.29,0.7125,1014.05
202112,5115,Fasenta,1425.65,0.712,1015.02
202201,5115,Fasenta,1428.0,0.7086,1011.83
202202,5115,Fasenta,1430.36,0.706,1009.87
202203,5115,Fasenta,1432.72,0.7154,1024.99
202204,5115,Fasenta,1435.09,0.7021,1007.62
202205,5115,Fasenta,1437.46,0.7123,1023.88
202206,5115,Fasenta,1439.83,0.7099,1022.1
202207,5115,Fasenta,1442.21,0.7152,1031.52
202208,5115,Fasenta,1444.59,0.7073,1021.74
202209,5115,Fasenta,1446.98,0.718,1038.95
202210,5115,Fasenta,1449.37,0.6991,1013.27
202211,5115,Fasenta,1451.76,0.7094,1029.91
202212,5115,Fasenta,1454.16,0.714,1038.31
202301,5115,Fasenta,1456.56,0.7084,1031.8
202302,5115,Fasenta,1458.97,0.7141,1041.88
202303,5115,Fasenta,1461.38,0.7197,1051.73
202304,5115,Fasenta,1463.79,0.7261,1062.83
202305,5115,Fasenta,1466.21,0.7135,1046.07
202306,5115,Fasenta,1468.63,0.714,1048.53
202307,5115,Fasenta,1471.05,0.7066,1039.51
202308,5115,Fasenta,1473.48,0.706,1040.26
202309,5115,Fasenta,1475.92,0.7156,1056.18
202310,5115,Fasenta,1478.35,0.7206,1065.28
202311,5115,Fasenta,1480.8,0.7032,1041.31
202312,5115,Fasenta,1483.24,0.708,1050.09
202401,5115,Fasenta,1485.69,0.7037,1045.52
202402,5115,Fasenta,1488.14,0.7141,1062.7
202403,5115,Fasenta,1490.6,0.7176,1069.69
202404,5115,Fasenta,1493.06,0.7086,1058.02
202405,5115,Fasenta,1495.53,0.7159,1070.67
202406,5115,Fasenta,1498.0,0.7123,1067.06
202407,5115,Fasenta,1500.47,0.7106,1066.16
202408,5115,Fasenta,1502.95,0.7259,1091.06
202409,5115,Fasenta,1505.43,0.7025,1057.57
202410,5115,Fasenta,1507.92,0.7084,1068.25
202411,5115,Fasenta,1510.41,0.7058,1065.97
202412,5115,Fasenta,1512.91,0.7106,1075.03
202501,5115,Fasenta,1515.41,0.7106,1076.87
202502,5115,Fasenta,1517.91,0.7167,1087.93
202503,5115,Fasenta,1520.41,0.7048,1071.63
202504,5115,Fasenta,1522.93,0.7189,1094.8
202505,5115,Fasenta,1525.44,0.7129,1087.41
202506,5115,Fasenta,1527.96,0.7243,1106.71
202101,5116,Perjenta,6100.0,0.6727,4103.59
202102,5116,Perjenta,6110.07,0.6688,4086.68
202103,5116,Perjenta,6120.17,0.6702,4101.95
202104,5116,Perjenta,6130.27,0.6734,4128.08
202105,5116,Perjenta,6140.4,0.6702,4115.32
202106,5116,Perjenta,6150.54,0.6744,4147.98
202107,5116,Perjenta,6160.7,0.6832,4209.29
202108,5116,Perjenta,6170.87,0.6651,4104.26
202109,5116,Perjenta,6181.06,0.6605,4082.46
202110,5116,Perjenta,6191.27,0.674,4172.73
202111,5116,Perjenta,6201.5,0.6761,4192.67
202112,5116,Perjenta,6211.74,0.6671,4144.0
202201,5116,Perjenta,6222.0,0.6719,4180.73
202202,5116,Perjenta,6232.28,0.6712,4183.01
202203,5116,Perjenta,6242.57,0.6708,4187.51
202204,5116,Perjenta,6252.88,0.6644,4154.12
202205,5116,Perjenta,6263.21,0.6628,4151.55
202206,5116,Perjenta,6273.55,0.6737,4226.55
202207,5116,Perjenta,6283.91,0.6656,4182.56
202208,5116,Perjenta,6262.82,0.6742,4222.52
202209,5116,Perjenta,6241.64,0.6575,4103.63
202210,5116,Perjenta,6220.37,0.6753,4200.6
202211,5116,Perjenta,6199.02,0.6606,4094.94
202212,5116,Perjenta,6177.58,0.6613,4085.21
202301,5116,Perjenta,6156.05,0.6794,4182.31
202302,5116,Perjenta,6134.43,0.6702,4111.1
202303,5116,Perjenta,6112.72,0.6787,4148.78
202304,5116,Perjenta,6090.93,0.6789,4135.19
202305,5116,Perjenta,6069.05,0.6651,4036.81
202306,5116,Perjenta,6047.08,0.6794,4108.62
202307,5116,Perjenta,6025.01,0.6783,4086.62
202308,5116,Perjenta,6002.86,0.6614,3970.01
202309,5116,Perjenta,5980.63,0.671,4013.05
202310,5116,Perjenta,5958.3,0.6638,3955.33
202311,5116,Perjenta,5935.88,0.6776,4022.37
202312,5116,Perjenta,5913.37,0.6777,4007.71
202401,5116,Perjenta,5890.77,0.6721,3959.31
202402,5116,Perjenta,5868.07,0.6701,3932.06
202403,5116,Perjenta,5845.29,0.6761,3951.81
202404,5116,Perjenta,5822.42,0.679,3953.49
202405,5116,Perjenta,5799.45,0.6689,3879.1
202406,5116,Perjenta,5776.4,0.675,3899.1
202407,5116,Perjenta,5753.25,0.6671,3837.9
202408,5116,Perjenta,5730.01,0.6592,3777.34
202409,5116,Perjenta,5706.67,0.6773,3864.93
202410,5116,Perjenta,5683.25,0.6695,3805.13
202411,5116,Perjenta,5659.73,0.665,3763.95
202412,5116,Perjenta,5636.12,0.6664,3755.8
202501,5116,Perjenta,5612.41,0.6684,3751.19
202502,5116,Perjenta,5588.61,0.6757,3776.16
202503,5116,Perjenta,5564.72,0.6744,3752.64
202504,5116,Perjenta,5540.73,0.6609,3661.72
202505,5116,Perjenta,5516.65,0.6673,3681.24
202506,5116,Perjenta,5492.47,0.6771,3718.75
202101,5117,Phesgrox,6400.0,0.6609,4229.71
202102,5117,Phesgrox,6410.57,0.6593,4226.43
202103,5117,Phesgrox,6421.16,0.6644,4266.17
202104,5117,Phesgrox,6431.76,0.6659,4282.99
202105,5117,Phesgrox,6442.39,0.6541,4213.72
202106,5117,Phesgrox,6453.03,0.6592,4253.87
202107,5117,Phesgrox,6463.68,0.664,4291.8
202108,5117,Phesgrox,6474.36,0.6623,4287.87
202109,5117,Phesgrox,6485.05,0.6603,4282.3
202110,5117,Phesgrox,6495.76,0.6642,4314.66
202111,5117,Phesgrox,6506.49,0.6625,4310.55
202112,5117,Phesgrox,6517.24,0.6611,4308.65
202201,5117,Phesgrox,6528.0,0.6529,4261.91
202202,5117,Phesgrox,6538.78,0.6582,4303.71
202203,5117,Phesgrox,6549.58,0.6534,4279.68
202204,5117,Phesgrox,6560.4,0.6597,4327.63
202205,5117,Phesgrox,6571.23,0.6561,4311.52
202206,5117,Phesgrox,6582.09,0.666,4383.63
202207,5117,Phesgrox,6592.96,0.6638,4376.23
202208,5117,Phesgrox,6570.83,0.66,4336.73
202209,5117,Phesgrox,6548.6,0.6604,4324.7
202210,5117,Phesgrox,6526.29,0.6525,4258.7
202211,5117,Phesgrox,6503.89,0.652,4240.69
202212,5117,Phesgrox,6481.39,0.6724,4358.39
202301,5117,Phesgrox,6458.8,0.6503,4200.15
202302,5117,Phesgrox,6436.12,0.669,4305.73
202303,5117,Phesgrox,6413.35,0.654,4194.26
202304,5117,Phesgrox,6390.48,0.652,4166.57
202305,5117,Phesgrox,6367.52,0.6646,4231.8
202306,5117,Phesgrox,6344.47,0.6498,4122.68
202307,5117,Phesgrox,6321.33,0.6583,4161.34
202308,5117,Phesgrox,6298.09,0.6598,4155.77
202309,5117,Phesgrox,6274.75,0.6596,4138.96
202310,5117,Phesgrox,6251.33,0.6601,4126.24
202311,5117,Phesgrox,6227.8,0.6588,4102.64
202312,5117,Phesgrox,6204.19,0.6592,4089.73
202401,5117,Phesgrox,6180.48,0.6692,4136.04
202402,5117,Phesgrox,6156.67,0.6563,4040.44
202403,5117,Phesgrox,6132.77,0.6549,4016.35
202404,5117,Phesgrox,6108.77,0.6556,4004.98
202405,5117,Phesgrox,6084.67,0.6629,4033.82
202406,5117,Phesgrox,6060.48,0.6552,3970.8
202407,5117,Phesgrox,6036.19,0.6591,3978.27
202408,5117,Phesgrox,6011.81,0.6609,3973.14
202409,5117,Phesgrox,5987.33,0.6679,3999.22
202410,5117,Phesgrox,5962.75,0.6737,4016.84
202411,5117,Phesgrox,5938.08,0.6572,3902.32
202412,5117,Phesgrox,5913.3,0.6759,3996.95
202501,5117,Phesgrox,5888.43,0.6649,3915.49
202502,5117,Phesgrox,5863.46,0.6477,3797.74
202503,5117,Phesgrox,5838.39,0.6541,3818.7
202504,5117,Phesgrox,5813.23,0.661,3842.49
202505,5117,Phesgrox,5787.96,0.659,3814.42
202506,5117,Phesgrox,5762.59,0.6607,3807.47
202101,5118,Kadcynex,7300.0,0.6585,4807.0
202102,5118,Kadcynex,7312.06,0.6537,4779.85
202103,5118,Kadcynex,7324.13,0.6637,4861.28
202104,5118,Kadcynex,7336.23,0.6546,4802.49
202105,5118,Kadcynex,7348.35,0.6596,4847.22
202106,5118,Kadcynex,7360.48,0.6602,4859.73
202107,5118,Kadcynex,7372.64,0.6606,4870.46
202108,5118,Kadcynex,7384.82,0.658,4858.93
202109,5118,Kadcynex,7397.01,0.667,4934.0
202110,5118,Kadcynex,7409.23,0.6479,4800.78
202111,5118,Kadcynex,7421.47,0.6631,4921.46
202112,5118,Kadcynex,7433.72,0.6709,4987.22
202201,5118,Kadcynex,7446.0,0.6546,4874.26
202202,5118,Kadcynex,7458.3,0.6667,4972.37
202203,5118,Kadcynex,7470.62,0.6611,4938.96
202204,5118,Kadcynex,7482.95,0.6667,4989.12
202205,5118,Kadcynex,7495.31,0.6571,4925.08
202206,5118,Kadcynex,7507.69,0.6564,4927.97
202207,5118,Kadcynex,7520.09,0.6558,4931.54
202208,5118,Kadcynex,7494.85,0.6651,4984.88
202209,5118,Kadcynex,7469.5,0.6586,4919.76
202210,5118,Kadcynex,7444.05,0.652,4853.21
202211,5118,Kadcynex,7418.5,0.6593,4891.22
202212,5118,Kadcynex,7392.84,0.6595,4875.27
202301,5118,Kadcynex,7367.07,0.6703,4937.88
202302,5118,Kadcynex,7341.2,0.6525,4790.49
202303,5118,Kadcynex,7315.23,0.6627,4847.57
202304,5118,Kadcynex,7289.15,0.6562,4783.38
202305,5118,Kadcynex,7262.96,0.6592,4787.69
202306,5118,Kadcynex,7236.66,0.6629,4797.06
202307,5118,Kadcynex,7210.26,0.6599,4758.18
202308,5118,Kadcynex,7183.76,0.6575,4723.49
202309,5118,Kadcynex,7157.14,0.6624,4740.9
202310,5118,Kadcynex,7130.42,0.6618,4718.8
202311,5118,Kadcynex,7103.59,0.6605,4691.77
202312,5118,Kadcynex,7076.65,0.6631,4692.7
202401,5118,Kadcynex,7049.6,0.6563,4626.77
202402,5118,Kadcynex,7022.45,0.6762,4748.74
202403,5118,Kadcynex,6995.19,0.6552,4583.0
202404,5118,Kadcynex,6967.81,0.6602,4600.43
202405,5118,Kadcynex,6940.33,0.6617,4592.7
202406,5118,Kadcynex,6912.74,0.6595,4558.71
202407,5118,Kadcynex,6885.03,0.6679,4598.69
202408,5118,Kadcynex,6857.22,0.6604,4528.46
202409,5118,Kadcynex,6829.3,0.6624,4523.92
202410,5118,Kadcynex,6801.26,0.6593,4484.28
202411,5118,Kadcynex,6773.12,0.6636,4494.73
202412,5118,Kadcynex,6744.86,0.6565,4427.68
202501,5118,Kadcynex,6716.49,0.661,4439.89
202502,5118,Kadcynex,6688.01,0.6618,4426.26
202503,5118,Kadcynex,6659.42,0.6635,4418.81
202504,5118,Kadcynex,6630.71,0.6655,4412.41
202505,5118,Kadcynex,6601.89,0.6526,4308.08
202506,5118,Kadcynex,6572.96,0.6702,4405.14
202101,5119,Herzuma,2400.0,0.8007,1921.59
202102,5119,Herzuma,2403.96,0.806,1937.49
202103,5119,Herzuma,2407.93,0.8054,1939.34
202104,5119,Herzuma,2411.91,0.8216,1981.6
202105,5119,Herzuma,2415.89,0.8094,1955.53
202106,5119,Herzuma,2419.88,0.8041,1945.85
202107,5119,Herzuma,2423.88,0.8089,1960.67
202108,5119,Herzuma,2427.88,0.8105,1967.8
202109,5119,Herzuma,2431.89,0.7922,1926.6
202110,5119,Herzuma,2435.91,0.8074,1966.73
202111,5119,Herzuma,2439.93,0.7924,1933.41
202112,5119,Herzuma,2443.96,0.8141,1989.56
202201,5119,Herzuma,2448.0,0.7915,1937.49
202202,5119,Herzuma,2452.04,0.8016,1965.52
202203,5119,Herzuma,2456.09,0.8102,1989.87
202204,5119,Herzuma,2460.15,0.7904,1944.4
202205,5119,Herzuma,2464.21,0.8062,1986.74
202206,5119,Herzuma,2468.28,0.8063,1990.15
202207,5119,Herzuma,2472.36,0.7949,1965.31
202208,5119,Herzuma,2476.44,0.8061,1996.35
202209,5119,Herzuma,2480.53,0.8023,1990.14
202210,5119,Herzuma,2484.63,0.7981,1982.98
202211,5119,Herzuma,2488.73,0.7953,1979.28
202212,5119,Herzuma,2492.84,0.7861,1959.74
202301,5119,Herzuma,2496.96,0.7942,1983.19
202302,5119,Herzuma,2501.08,0.7959,1990.54
202303,5119,Herzuma,2505.21,0.7979,1998.81
202304,5119,Herzuma,2509.35,0.805,2020.14
202305,5119,Herzuma,2513.5,0.7898,1985.25
202306,5119,Herzuma,2517.65,0.808,2034.31
202307,5119,Herzuma,2521.81,0.792,1997.17
202308,5119,Herzuma,2525.97,0.8037,2030.18
202309,5119,Herzuma,2530.14,0.7986,2020.5
202310,5119,Herzuma,2534.32,0.7793,1974.87
202311,5119,Herzuma,2538.51,0.8049,2043.17
202312,5119,Herzuma,2542.7,0.8079,2054.35
202401,5119,Herzuma,2546.9,0.8171,2081.02
202402,5119,Herzuma,2551.11,0.8004,2041.93
202403,5119,Herzuma,2555.32,0.806,2059.65
202404,5119,Herzuma,2559.54,0.7982,2043.02
202405,5119,Herzuma,2563.77,0.8017,2055.39
202406,5119,Herzuma,2568.0,0.7951,2041.69
202407,5119,Herzuma,2572.24,0.7976,2051.5
202408,5119,Herzuma,2576.49,0.8117,2091.42
202409,5119,Herzuma,2580.75,0.8066,2081.69
202410,5119,Herzuma,2585.01,0.802,2073.2
202411,5119,Herzuma,2589.28,0.8,2071.38
202412,5119,Herzuma,2593.55,0.7867,2040.4
202501,5119,Herzuma,2597.84,0.8051,2091.56
202502,5119,Herzuma,2602.13,0.8027,2088.74
202503,5119,Herzuma,2606.43,0.7947,2071.33
202504,5119,Herzuma,2610.73,0.789,2059.87
202505,5119,Herzuma,2615.04,0.7907,2067.65
202506,5119,Herzuma,2619.36,0.793,2077.26
202101,5120,Ontruza,2200.0,0.8144,1791.65
202102,5120,Ontruza,2203.63,0.8248,1817.59
202103,5120,Ontruza,2207.27,0.8072,1781.77
202104,5120,Ontruza,2210.92,0.8137,1798.92
202105,5120,Ontruza,2214.57,0.8164,1807.9
202106,5120,Ontruza,2218.23,0.8223,1824.05
202107,5120,Ontruza,2221.89,0.8218,1825.91
202108,5120,Ontruza,2225.56,0.8134,1810.2
202109,5120,Ontruza,2229.24,0.8195,1826.86
202110,5120,Ontruza,2232.92,0.8133,1816.1
202111,5120,Ontruza,2236.61,0.8114,1814.71
202112,5120,Ontruza,2240.3,0.828,1854.96
202201,5120,Ontruza,2244.0,0.8297,1861.78
202202,5120,Ontruza,2247.71,0.8058,1811.17
